
Namespace(M=300, admm_epoch=1, admm_train=True, admm_train_epochs=80, batch_size=32, data_view='leftright', dims=256, ext='0.9_tmp7', initial_s=0.01, load_model_name='ResNetUNet_best.pt', log_interval=10, lr=0.001, lr_scheduler='cosine', masked_retrain=False, model='ResNetUNet', num_classes=1, optimization='savlr', optimizer='adam', prun_config_file='config_ResNetUNet_0.9', r=0.1, retrain_epochs=10, rho=0.1, rho_num=1, save_dir='./ckpt/best_1', sparsity_type='irregular', test_batch_size=64, val_inter=1, verbose=False)

Arch name is ResNetUNet
!!!!!!!!!!!! ./ckpt/best_1/leftright_ResNetUNet_best.pt
Pretrained model loaded!
Validation: [0/3836 (0%)]	Loss: 0.021157, iou: 0.964399
Cross_entropy loss: 0.051725368946790695, mixed_loss : 4245.98486328125
Train Epoch: 1 [5440/34528 (16%)]	Loss: 0.041285, iou: 0.935895
Cross_entropy loss: 0.04128546640276909, mixed_loss : 3860.91650390625
Train Epoch: 1 [5760/34528 (17%)]	Loss: 0.051163, iou: 0.908478
Cross_entropy loss: 0.0511631965637207, mixed_loss : 3508.95458984375
Train Epoch: 1 [6080/34528 (18%)]	Loss: 0.064258, iou: 0.886267
Cross_entropy loss: 0.06425832211971283, mixed_loss : 3187.340087890625
Train Epoch: 1 [6400/34528 (19%)]	Loss: 0.055773, iou: 0.909343
Cross_entropy loss: 0.055772993713617325, mixed_loss : 2893.535400390625
Train Epoch: 1 [6720/34528 (19%)]	Loss: 0.060939, iou: 0.899041
Cross_entropy loss: 0.06093922257423401, mixed_loss : 2625.267822265625
Train Epoch: 1 [7040/34528 (20%)]	Loss: 0.052135, iou: 0.919798
Cross_entropy loss: 0.05213504657149315, mixed_loss : 2380.420166015625
Train Epoch: 1 [7360/34528 (21%)]	Loss: 0.054507, iou: 0.911303
Cross_entropy loss: 0.054506704211235046, mixed_loss : 2157.02490234375
Train Epoch: 1 [7680/34528 (22%)]	Loss: 0.058289, iou: 0.906334
Cross_entropy loss: 0.05828948691487312, mixed_loss : 1953.3194580078125
Train Epoch: 1 [8000/34528 (23%)]	Loss: 0.060361, iou: 0.906667
Cross_entropy loss: 0.060361213982105255, mixed_loss : 1767.6661376953125
Train Epoch: 1 [8320/34528 (24%)]	Loss: 0.053799, iou: 0.918503
Cross_entropy loss: 0.053799308836460114, mixed_loss : 1598.545654296875
Train Epoch: 1 [8640/34528 (25%)]	Loss: 0.079211, iou: 0.876318
Cross_entropy loss: 0.07921108603477478, mixed_loss : 1444.619140625
Train Epoch: 1 [8960/34528 (26%)]	Loss: 0.088734, iou: 0.859416
Cross_entropy loss: 0.0887339785695076, mixed_loss : 1304.5579833984375
Train Epoch: 1 [9280/34528 (27%)]	Loss: 0.086547, iou: 0.851637
Cross_entropy loss: 0.08654718101024628, mixed_loss : 1177.194091796875
Train Epoch: 1 [9600/34528 (28%)]	Loss: 0.065215, iou: 0.900531
Cross_entropy loss: 0.06521525233983994, mixed_loss : 1061.4512939453125
Train Epoch: 1 [9920/34528 (29%)]	Loss: 0.085901, iou: 0.860556
Cross_entropy loss: 0.08590145409107208, mixed_loss : 956.383056640625
Train Epoch: 1 [10240/34528 (30%)]	Loss: 0.092598, iou: 0.846269
Cross_entropy loss: 0.09259800612926483, mixed_loss : 861.0375366210938
Train Epoch: 1 [10560/34528 (31%)]	Loss: 0.071570, iou: 0.879103
Cross_entropy loss: 0.07156958431005478, mixed_loss : 774.5478515625
Train Epoch: 1 [10880/34528 (32%)]	Loss: 0.075436, iou: 0.880959
Cross_entropy loss: 0.07543563842773438, mixed_loss : 696.202392578125
Train Epoch: 1 [11200/34528 (32%)]	Loss: 0.107561, iou: 0.824956
Cross_entropy loss: 0.10756148397922516, mixed_loss : 625.3438110351562
Train Epoch: 1 [11520/34528 (33%)]	Loss: 0.070038, iou: 0.897072
Cross_entropy loss: 0.07003790140151978, mixed_loss : 561.1031494140625
Train Epoch: 1 [11840/34528 (34%)]	Loss: 0.078994, iou: 0.873417
Cross_entropy loss: 0.07899416983127594, mixed_loss : 503.0874328613281
Train Epoch: 1 [12160/34528 (35%)]	Loss: 0.093269, iou: 0.849312
Cross_entropy loss: 0.09326869249343872, mixed_loss : 450.7018737792969
Train Epoch: 1 [12480/34528 (36%)]	Loss: 0.082112, iou: 0.880870
Cross_entropy loss: 0.0821121409535408, mixed_loss : 403.3982849121094
Train Epoch: 1 [12800/34528 (37%)]	Loss: 0.093748, iou: 0.858028
Cross_entropy loss: 0.09374837577342987, mixed_loss : 360.7658386230469
Train Epoch: 1 [13120/34528 (38%)]	Loss: 0.096118, iou: 0.873862
Cross_entropy loss: 0.09611789137125015, mixed_loss : 322.3643493652344
Train Epoch: 1 [13440/34528 (39%)]	Loss: 0.089506, iou: 0.867029
Cross_entropy loss: 0.08950589597225189, mixed_loss : 287.763916015625
Train Epoch: 1 [13760/34528 (40%)]	Loss: 0.100372, iou: 0.850460
Cross_entropy loss: 0.10037150979042053, mixed_loss : 256.6650085449219
Train Epoch: 1 [14080/34528 (41%)]	Loss: 0.074429, iou: 0.887220
Cross_entropy loss: 0.07442915439605713, mixed_loss : 228.67506408691406
Train Epoch: 1 [14400/34528 (42%)]	Loss: 0.083927, iou: 0.859534
Cross_entropy loss: 0.08392690867185593, mixed_loss : 203.5771942138672
Train Epoch: 1 [14720/34528 (43%)]	Loss: 0.107787, iou: 0.810032
Cross_entropy loss: 0.107787124812603, mixed_loss : 181.08367919921875
Train Epoch: 1 [15040/34528 (44%)]	Loss: 0.098024, iou: 0.841670
Cross_entropy loss: 0.09802357852458954, mixed_loss : 160.92103576660156
Train Epoch: 1 [15360/34528 (44%)]	Loss: 0.100481, iou: 0.832742
Cross_entropy loss: 0.10048092901706696, mixed_loss : 142.8581085205078
Train Epoch: 1 [15680/34528 (45%)]	Loss: 0.094436, iou: 0.854073
Cross_entropy loss: 0.09443600475788116, mixed_loss : 126.69837188720703
Train Epoch: 1 [16000/34528 (46%)]	Loss: 0.079311, iou: 0.872471
Cross_entropy loss: 0.07931070774793625, mixed_loss : 112.24698638916016
Train Epoch: 1 [16320/34528 (47%)]	Loss: 0.087463, iou: 0.853493
Cross_entropy loss: 0.08746300637722015, mixed_loss : 99.36341094970703
Train Epoch: 1 [16640/34528 (48%)]	Loss: 0.097497, iou: 0.851290
Cross_entropy loss: 0.09749659895896912, mixed_loss : 87.9050521850586
Train Epoch: 1 [16960/34528 (49%)]	Loss: 0.086269, iou: 0.868578
Cross_entropy loss: 0.08626917749643326, mixed_loss : 77.6436996459961
Train Epoch: 1 [17280/34528 (50%)]	Loss: 0.138004, iou: 0.778040
Cross_entropy loss: 0.13800448179244995, mixed_loss : 68.61231994628906
Train Epoch: 1 [17600/34528 (51%)]	Loss: 0.086656, iou: 0.876530
Cross_entropy loss: 0.08665604889392853, mixed_loss : 60.485164642333984
Train Epoch: 1 [17920/34528 (52%)]	Loss: 0.135562, iou: 0.784692
Cross_entropy loss: 0.1355622559785843, mixed_loss : 53.29527282714844
Train Epoch: 1 [18240/34528 (53%)]	Loss: 0.117843, iou: 0.798245
Cross_entropy loss: 0.11784325540065765, mixed_loss : 46.87947463989258
Train Epoch: 1 [18560/34528 (54%)]	Loss: 0.100224, iou: 0.833041
Cross_entropy loss: 0.10022445023059845, mixed_loss : 41.20025634765625
Train Epoch: 1 [18880/34528 (55%)]	Loss: 0.111536, iou: 0.813038
Cross_entropy loss: 0.11153648048639297, mixed_loss : 36.20159912109375
Train Epoch: 1 [19200/34528 (56%)]	Loss: 0.117619, iou: 0.806677
Cross_entropy loss: 0.11761851608753204, mixed_loss : 31.80374526977539
Train Epoch: 1 [19520/34528 (57%)]	Loss: 0.113350, iou: 0.814607
Cross_entropy loss: 0.11335008591413498, mixed_loss : 27.896854400634766
Train Epoch: 1 [19840/34528 (57%)]	Loss: 0.104393, iou: 0.843229
Cross_entropy loss: 0.10439284145832062, mixed_loss : 24.430551528930664
Train Epoch: 1 [20160/34528 (58%)]	Loss: 0.090969, iou: 0.873073
Cross_entropy loss: 0.09096919000148773, mixed_loss : 21.34652328491211
Train Epoch: 1 [20480/34528 (59%)]	Loss: 0.119348, iou: 0.807733
Cross_entropy loss: 0.11934781074523926, mixed_loss : 18.67489242553711
Train Epoch: 1 [20800/34528 (60%)]	Loss: 0.109694, iou: 0.825168
Cross_entropy loss: 0.10969383269548416, mixed_loss : 16.3088321685791
Train Epoch: 1 [21120/34528 (61%)]	Loss: 0.125706, iou: 0.793453
Cross_entropy loss: 0.1257060319185257, mixed_loss : 14.262153625488281
Train Epoch: 1 [21440/34528 (62%)]	Loss: 0.137332, iou: 0.770148
Cross_entropy loss: 0.13733190298080444, mixed_loss : 12.490235328674316
Train Epoch: 1 [21760/34528 (63%)]	Loss: 0.124879, iou: 0.802737
Cross_entropy loss: 0.12487900257110596, mixed_loss : 10.837453842163086
Train Epoch: 1 [22080/34528 (64%)]	Loss: 0.104720, iou: 0.836192
Cross_entropy loss: 0.10472023487091064, mixed_loss : 9.417269706726074
Train Epoch: 1 [22400/34528 (65%)]	Loss: 0.112692, iou: 0.818404
Cross_entropy loss: 0.1126919612288475, mixed_loss : 8.1891508102417
Train Epoch: 1 [22720/34528 (66%)]	Loss: 0.111653, iou: 0.813846
Cross_entropy loss: 0.1116526648402214, mixed_loss : 7.118001461029053
Train Epoch: 1 [23040/34528 (67%)]	Loss: 0.104151, iou: 0.829260
Cross_entropy loss: 0.10415147244930267, mixed_loss : 6.169717311859131
Train Epoch: 1 [23360/34528 (68%)]	Loss: 0.095477, iou: 0.847709
Cross_entropy loss: 0.09547707438468933, mixed_loss : 5.369175910949707
Train Epoch: 1 [23680/34528 (69%)]	Loss: 0.116466, iou: 0.819350
Cross_entropy loss: 0.1164657473564148, mixed_loss : 4.690487384796143
Train Epoch: 1 [24000/34528 (70%)]	Loss: 0.121002, iou: 0.799462
Cross_entropy loss: 0.12100213766098022, mixed_loss : 4.056154727935791
Train Epoch: 1 [24320/34528 (70%)]	Loss: 0.120615, iou: 0.800706
Cross_entropy loss: 0.12061496078968048, mixed_loss : 3.5701613426208496
Train Epoch: 1 [24640/34528 (71%)]	Loss: 0.099800, iou: 0.842409
Cross_entropy loss: 0.09979984164237976, mixed_loss : 3.0740549564361572
Train Epoch: 1 [24960/34528 (72%)]	Loss: 0.127408, iou: 0.790785
Cross_entropy loss: 0.12740777432918549, mixed_loss : 2.6761410236358643
Train Epoch: 1 [25280/34528 (73%)]	Loss: 0.095736, iou: 0.847201
Cross_entropy loss: 0.09573598206043243, mixed_loss : 2.2869653701782227
Train Epoch: 1 [25600/34528 (74%)]	Loss: 0.091399, iou: 0.872024
Cross_entropy loss: 0.09139897674322128, mixed_loss : 2.0134224891662598
Train Epoch: 1 [25920/34528 (75%)]	Loss: 0.134560, iou: 0.774666
Cross_entropy loss: 0.13455957174301147, mixed_loss : 1.7839106321334839
Train Epoch: 1 [26240/34528 (76%)]	Loss: 0.128053, iou: 0.795164
Cross_entropy loss: 0.12805256247520447, mixed_loss : 1.5336227416992188
Train Epoch: 1 [26560/34528 (77%)]	Loss: 0.112974, iou: 0.825250
Cross_entropy loss: 0.11297435313463211, mixed_loss : 1.3272062540054321
Train Epoch: 1 [26880/34528 (78%)]	Loss: 0.125805, iou: 0.815976
Cross_entropy loss: 0.12580473721027374, mixed_loss : 1.1565696001052856
Train Epoch: 1 [27200/34528 (79%)]	Loss: 0.129206, iou: 0.795733
Cross_entropy loss: 0.12920646369457245, mixed_loss : 1.0107803344726562
Train Epoch: 1 [27520/34528 (80%)]	Loss: 0.125020, iou: 0.780826
Cross_entropy loss: 0.12502031028270721, mixed_loss : 0.8800654411315918
Train Epoch: 1 [27840/34528 (81%)]	Loss: 0.122709, iou: 0.801945
Cross_entropy loss: 0.1227094754576683, mixed_loss : 0.7682461738586426
Train Epoch: 1 [28160/34528 (82%)]	Loss: 0.104061, iou: 0.831000
Cross_entropy loss: 0.1040605902671814, mixed_loss : 0.6629596948623657
Train Epoch: 1 [28480/34528 (82%)]	Loss: 0.121899, iou: 0.809283
Cross_entropy loss: 0.12189918756484985, mixed_loss : 0.6255123019218445
Train Epoch: 1 [28800/34528 (83%)]	Loss: 0.110187, iou: 0.829079
Cross_entropy loss: 0.11018705368041992, mixed_loss : 0.5433443784713745
Train Epoch: 1 [29120/34528 (84%)]	Loss: 0.136508, iou: 0.763918
Cross_entropy loss: 0.1365080326795578, mixed_loss : 0.5211082100868225
Train Epoch: 1 [29440/34528 (85%)]	Loss: 0.131234, iou: 0.795762
Cross_entropy loss: 0.1312343180179596, mixed_loss : 0.44628214836120605
Train Epoch: 1 [29760/34528 (86%)]	Loss: 0.124177, iou: 0.790368
Cross_entropy loss: 0.12417662143707275, mixed_loss : 0.3898947238922119
Train Epoch: 1 [30080/34528 (87%)]	Loss: 0.115498, iou: 0.799450
Cross_entropy loss: 0.1154981255531311, mixed_loss : 0.33649975061416626
Train Epoch: 1 [30400/34528 (88%)]	Loss: 0.114516, iou: 0.810586
Cross_entropy loss: 0.1145155280828476, mixed_loss : 0.30250945687294006
Train Epoch: 1 [30720/34528 (89%)]	Loss: 0.141441, iou: 0.761716
Cross_entropy loss: 0.14144086837768555, mixed_loss : 0.3520495593547821
Train Epoch: 1 [31040/34528 (90%)]	Loss: 0.096084, iou: 0.855771
Cross_entropy loss: 0.0960836410522461, mixed_loss : 0.2685711979866028
Train Epoch: 1 [31360/34528 (91%)]	Loss: 0.106019, iou: 0.837780
Cross_entropy loss: 0.10601929575204849, mixed_loss : 0.26296520233154297
Train Epoch: 1 [31680/34528 (92%)]	Loss: 0.108395, iou: 0.813839
Cross_entropy loss: 0.10839509963989258, mixed_loss : 0.23242473602294922
Train Epoch: 1 [32000/34528 (93%)]	Loss: 0.118373, iou: 0.803282
Cross_entropy loss: 0.11837330460548401, mixed_loss : 0.21822471916675568
Train Epoch: 1 [32320/34528 (94%)]	Loss: 0.094247, iou: 0.857511
Cross_entropy loss: 0.09424658119678497, mixed_loss : 0.185616597533226
Train Epoch: 1 [32640/34528 (95%)]	Loss: 0.101028, iou: 0.834499
Cross_entropy loss: 0.10102809220552444, mixed_loss : 0.18064330518245697
Train Epoch: 1 [32960/34528 (95%)]	Loss: 0.109481, iou: 0.821246
Cross_entropy loss: 0.10948136448860168, mixed_loss : 0.18823571503162384
Train Epoch: 1 [33280/34528 (96%)]	Loss: 0.112634, iou: 0.829504
Cross_entropy loss: 0.11263442784547806, mixed_loss : 0.18244712054729462
Train Epoch: 1 [33600/34528 (97%)]	Loss: 0.106394, iou: 0.819550
Cross_entropy loss: 0.10639403760433197, mixed_loss : 0.18615691363811493
Train Epoch: 1 [33920/34528 (98%)]	Loss: 0.109820, iou: 0.825430
Cross_entropy loss: 0.10981962084770203, mixed_loss : 0.17421774566173553
Train Epoch: 1 [34240/34528 (99%)]	Loss: 0.104269, iou: 0.833019
Cross_entropy loss: 0.10426872223615646, mixed_loss : 0.164724200963974
train: iou: 0.852242, bce: 0.035459, dice: 0.147758, loss: 0.091609
Validation: [0/3836 (0%)]	Loss: 0.116658, iou: 0.811441
Validation: [640/3836 (17%)]	Loss: 0.117868, iou: 0.797590
Validation: [1280/3836 (33%)]	Loss: 0.106494, iou: 0.822767
Validation: [1920/3836 (50%)]	Loss: 0.100364, iou: 0.830286
Validation: [2560/3836 (67%)]	Loss: 0.099031, iou: 0.838437
Validation: [3200/3836 (83%)]	Loss: 0.102765, iou: 0.840854
val: iou: 0.825708, bce: 0.038644, dice: 0.174292, loss: 0.106468
Condition 1
[]
Condition 2
[]

epoch:  2
k = 1
condition not satisfied
condition satisfied
k = 2
savlr s:
0.00020632749026873963
Train Epoch: 2 [0/34528 (0%)]	Loss: 0.114138, iou: 0.808933
Cross_entropy loss: 0.11413757503032684, mixed_loss : 0.16601493954658508
Train Epoch: 2 [320/34528 (1%)]	Loss: 0.107864, iou: 0.820514
Cross_entropy loss: 0.10786420851945877, mixed_loss : 0.17661771178245544
Train Epoch: 2 [640/34528 (2%)]	Loss: 0.093418, iou: 0.846452
Cross_entropy loss: 0.09341829270124435, mixed_loss : 0.17864066362380981
Train Epoch: 2 [960/34528 (3%)]	Loss: 0.076451, iou: 0.878356
Cross_entropy loss: 0.07645134627819061, mixed_loss : 0.1334882527589798
Train Epoch: 2 [1280/34528 (4%)]	Loss: 0.109240, iou: 0.827437
Cross_entropy loss: 0.10924011468887329, mixed_loss : 0.16514281928539276
Train Epoch: 2 [1600/34528 (5%)]	Loss: 0.098294, iou: 0.845493
Cross_entropy loss: 0.09829379618167877, mixed_loss : 0.14576368033885956
Train Epoch: 2 [1920/34528 (6%)]	Loss: 0.101203, iou: 0.840305
Cross_entropy loss: 0.10120342671871185, mixed_loss : 0.14460840821266174
Train Epoch: 2 [2240/34528 (6%)]	Loss: 0.089937, iou: 0.851564
Cross_entropy loss: 0.08993746340274811, mixed_loss : 0.12981350719928741
Train Epoch: 2 [2560/34528 (7%)]	Loss: 0.117753, iou: 0.813079
Cross_entropy loss: 0.1177532821893692, mixed_loss : 0.1480000913143158
Train Epoch: 2 [2880/34528 (8%)]	Loss: 0.112754, iou: 0.811747
Cross_entropy loss: 0.11275364458560944, mixed_loss : 0.14102700352668762
Train Epoch: 2 [3200/34528 (9%)]	Loss: 0.109471, iou: 0.818993
Cross_entropy loss: 0.10947143286466599, mixed_loss : 0.14363855123519897
Train Epoch: 2 [3520/34528 (10%)]	Loss: 0.115966, iou: 0.823708
Cross_entropy loss: 0.11596587300300598, mixed_loss : 0.15133622288703918
Train Epoch: 2 [3840/34528 (11%)]	Loss: 0.101116, iou: 0.840556
Cross_entropy loss: 0.10111616551876068, mixed_loss : 0.14679232239723206
Train Epoch: 2 [4160/34528 (12%)]	Loss: 0.121814, iou: 0.815354
Cross_entropy loss: 0.12181352823972702, mixed_loss : 0.15581047534942627
Train Epoch: 2 [4480/34528 (13%)]	Loss: 0.110772, iou: 0.816043
Cross_entropy loss: 0.11077212542295456, mixed_loss : 0.16730310022830963
Train Epoch: 2 [4800/34528 (14%)]	Loss: 0.101222, iou: 0.850085
Cross_entropy loss: 0.10122158378362656, mixed_loss : 0.14095266163349152
Train Epoch: 2 [5120/34528 (15%)]	Loss: 0.123383, iou: 0.793324
Cross_entropy loss: 0.12338288128376007, mixed_loss : 0.16851644217967987
Train Epoch: 2 [5440/34528 (16%)]	Loss: 0.121945, iou: 0.800446
Cross_entropy loss: 0.12194514274597168, mixed_loss : 0.1756628155708313
Train Epoch: 2 [5760/34528 (17%)]	Loss: 0.131505, iou: 0.780000
Cross_entropy loss: 0.13150474429130554, mixed_loss : 0.17360706627368927
Train Epoch: 2 [6080/34528 (18%)]	Loss: 0.097627, iou: 0.841828
Cross_entropy loss: 0.09762723743915558, mixed_loss : 0.14158408343791962
Train Epoch: 2 [6400/34528 (19%)]	Loss: 0.089616, iou: 0.861795
Cross_entropy loss: 0.08961551636457443, mixed_loss : 0.1312665492296219
Train Epoch: 2 [6720/34528 (19%)]	Loss: 0.075426, iou: 0.888522
Cross_entropy loss: 0.07542553544044495, mixed_loss : 0.11980261653661728
Train Epoch: 2 [7040/34528 (20%)]	Loss: 0.125295, iou: 0.784518
Cross_entropy loss: 0.1252947300672531, mixed_loss : 0.16012030839920044
Train Epoch: 2 [7360/34528 (21%)]	Loss: 0.105563, iou: 0.819874
Cross_entropy loss: 0.10556280612945557, mixed_loss : 0.13365337252616882
Train Epoch: 2 [7680/34528 (22%)]	Loss: 0.096262, iou: 0.842839
Cross_entropy loss: 0.0962618812918663, mixed_loss : 0.12188666313886642
Train Epoch: 2 [8000/34528 (23%)]	Loss: 0.096941, iou: 0.847160
Cross_entropy loss: 0.09694092720746994, mixed_loss : 0.1194285899400711
Train Epoch: 2 [8320/34528 (24%)]	Loss: 0.114198, iou: 0.809638
Cross_entropy loss: 0.1141975075006485, mixed_loss : 0.13799583911895752
Train Epoch: 2 [8640/34528 (25%)]	Loss: 0.095866, iou: 0.843085
Cross_entropy loss: 0.0958661437034607, mixed_loss : 0.13460661470890045
Train Epoch: 2 [8960/34528 (26%)]	Loss: 0.112995, iou: 0.816844
Cross_entropy loss: 0.11299507319927216, mixed_loss : 0.1583278775215149
Train Epoch: 2 [9280/34528 (27%)]	Loss: 0.108803, iou: 0.814569
Cross_entropy loss: 0.10880348831415176, mixed_loss : 0.19162757694721222
Train Epoch: 2 [9600/34528 (28%)]	Loss: 0.110241, iou: 0.813551
Cross_entropy loss: 0.1102413684129715, mixed_loss : 0.1626991182565689
Train Epoch: 2 [9920/34528 (29%)]	Loss: 0.099885, iou: 0.848103
Cross_entropy loss: 0.09988526254892349, mixed_loss : 0.14676788449287415
Train Epoch: 2 [10240/34528 (30%)]	Loss: 0.118378, iou: 0.805818
Cross_entropy loss: 0.11837819218635559, mixed_loss : 0.14928458631038666
Train Epoch: 2 [10560/34528 (31%)]	Loss: 0.108841, iou: 0.823513
Cross_entropy loss: 0.10884103178977966, mixed_loss : 0.13877180218696594
Train Epoch: 2 [10880/34528 (32%)]	Loss: 0.094638, iou: 0.855697
Cross_entropy loss: 0.09463752806186676, mixed_loss : 0.12882763147354126
Train Epoch: 2 [11200/34528 (32%)]	Loss: 0.112544, iou: 0.821620
Cross_entropy loss: 0.11254420131444931, mixed_loss : 0.1456146538257599
Train Epoch: 2 [11520/34528 (33%)]	Loss: 0.093388, iou: 0.855141
Cross_entropy loss: 0.09338834136724472, mixed_loss : 0.1269036829471588
Train Epoch: 2 [11840/34528 (34%)]	Loss: 0.102951, iou: 0.827610
Cross_entropy loss: 0.1029505506157875, mixed_loss : 0.14187076687812805
Train Epoch: 2 [12160/34528 (35%)]	Loss: 0.094813, iou: 0.845122
Cross_entropy loss: 0.09481310844421387, mixed_loss : 0.136495441198349
Train Epoch: 2 [12480/34528 (36%)]	Loss: 0.090684, iou: 0.864074
Cross_entropy loss: 0.0906841978430748, mixed_loss : 0.1213231161236763
Train Epoch: 2 [12800/34528 (37%)]	Loss: 0.088782, iou: 0.854182
Cross_entropy loss: 0.08878231048583984, mixed_loss : 0.11616792529821396
Train Epoch: 2 [13120/34528 (38%)]	Loss: 0.099746, iou: 0.838244
Cross_entropy loss: 0.09974604099988937, mixed_loss : 0.1327727884054184
Train Epoch: 2 [13440/34528 (39%)]	Loss: 0.128931, iou: 0.784333
Cross_entropy loss: 0.12893109023571014, mixed_loss : 0.16789470613002777
Train Epoch: 2 [13760/34528 (40%)]	Loss: 0.109075, iou: 0.826748
Cross_entropy loss: 0.10907517373561859, mixed_loss : 0.14304998517036438
Train Epoch: 2 [14080/34528 (41%)]	Loss: 0.094577, iou: 0.852982
Cross_entropy loss: 0.09457685798406601, mixed_loss : 0.14460116624832153
Train Epoch: 2 [14400/34528 (42%)]	Loss: 0.113604, iou: 0.818939
Cross_entropy loss: 0.11360418051481247, mixed_loss : 0.1717406064271927
Train Epoch: 2 [14720/34528 (43%)]	Loss: 0.114192, iou: 0.817500
Cross_entropy loss: 0.11419150233268738, mixed_loss : 0.15811187028884888
Train Epoch: 2 [15040/34528 (44%)]	Loss: 0.092241, iou: 0.852329
Cross_entropy loss: 0.09224069118499756, mixed_loss : 0.14003786444664001
Train Epoch: 2 [15360/34528 (44%)]	Loss: 0.115785, iou: 0.810813
Cross_entropy loss: 0.11578527837991714, mixed_loss : 0.14941821992397308
Train Epoch: 2 [15680/34528 (45%)]	Loss: 0.094774, iou: 0.842741
Cross_entropy loss: 0.09477360546588898, mixed_loss : 0.1321078985929489
Train Epoch: 2 [16000/34528 (46%)]	Loss: 0.097923, iou: 0.859979
Cross_entropy loss: 0.09792346507310867, mixed_loss : 0.12582089006900787
Train Epoch: 2 [16320/34528 (47%)]	Loss: 0.092961, iou: 0.853540
Cross_entropy loss: 0.09296095371246338, mixed_loss : 0.11879615485668182
Train Epoch: 2 [16640/34528 (48%)]	Loss: 0.100181, iou: 0.833234
Cross_entropy loss: 0.10018107295036316, mixed_loss : 0.13815584778785706
Train Epoch: 2 [16960/34528 (49%)]	Loss: 0.095929, iou: 0.862634
