
Namespace(M=300, admm_epoch=1, admm_train=True, admm_train_epochs=80, batch_size=32, data_view='frontback', dims=256, ext='0.9_tmp7', initial_s=0.01, load_model_name='ResNetUNet_best.pt', log_interval=10, lr=0.001, lr_scheduler='cosine', masked_retrain=False, model='ResNetUNet', num_classes=1, optimization='savlr', optimizer='adam', prun_config_file='config_ResNetUNet_0.9', r=0.1, retrain_epochs=10, rho=0.1, rho_num=1, save_dir='./ckpt/best_1', sparsity_type='irregular', test_batch_size=64, val_inter=1, verbose=False)

Arch name is ResNetUNet
!!!!!!!!!!!! ./ckpt/best_1/frontback_ResNetUNet_best.pt
Pretrained model loaded!
Validation: [0/2821 (0%)]	Loss: 0.019503, iou: 0.969403
Cross_entropy loss: 0.06048808991909027, mixed_loss : 308.9295349121094
Train Epoch: 1 [11200/25390 (44%)]	Loss: 0.075234, iou: 0.882306
Cross_entropy loss: 0.07523376494646072, mixed_loss : 271.7967224121094
Train Epoch: 1 [11520/25390 (45%)]	Loss: 0.070055, iou: 0.901864
Cross_entropy loss: 0.07005534321069717, mixed_loss : 238.83984375
Train Epoch: 1 [11840/25390 (47%)]	Loss: 0.074353, iou: 0.902851
Cross_entropy loss: 0.0743527039885521, mixed_loss : 209.64744567871094
Train Epoch: 1 [12160/25390 (48%)]	Loss: 0.090262, iou: 0.862574
Cross_entropy loss: 0.09026163071393967, mixed_loss : 183.81895446777344
Train Epoch: 1 [12480/25390 (49%)]	Loss: 0.085985, iou: 0.867935
Cross_entropy loss: 0.0859847217798233, mixed_loss : 160.9842987060547
Train Epoch: 1 [12800/25390 (50%)]	Loss: 0.091914, iou: 0.863643
Cross_entropy loss: 0.09191351383924484, mixed_loss : 140.80503845214844
Train Epoch: 1 [13120/25390 (52%)]	Loss: 0.079426, iou: 0.891978
Cross_entropy loss: 0.07942573726177216, mixed_loss : 122.99979400634766
Train Epoch: 1 [13440/25390 (53%)]	Loss: 0.097279, iou: 0.843406
Cross_entropy loss: 0.0972793698310852, mixed_loss : 107.3427734375
Train Epoch: 1 [13760/25390 (54%)]	Loss: 0.098748, iou: 0.857648
Cross_entropy loss: 0.09874796867370605, mixed_loss : 93.55496978759766
Train Epoch: 1 [14080/25390 (55%)]	Loss: 0.091887, iou: 0.854969
Cross_entropy loss: 0.09188653528690338, mixed_loss : 81.42499542236328
Train Epoch: 1 [14400/25390 (57%)]	Loss: 0.090487, iou: 0.871215
Cross_entropy loss: 0.09048689901828766, mixed_loss : 70.78092193603516
Train Epoch: 1 [14720/25390 (58%)]	Loss: 0.093290, iou: 0.860249
Cross_entropy loss: 0.09328955411911011, mixed_loss : 61.46800231933594
Train Epoch: 1 [15040/25390 (59%)]	Loss: 0.080519, iou: 0.884207
Cross_entropy loss: 0.08051852881908417, mixed_loss : 53.30292892456055
Train Epoch: 1 [15360/25390 (60%)]	Loss: 0.085720, iou: 0.879175
Cross_entropy loss: 0.08571986109018326, mixed_loss : 46.168983459472656
Train Epoch: 1 [15680/25390 (62%)]	Loss: 0.086010, iou: 0.870432
Cross_entropy loss: 0.08601003885269165, mixed_loss : 39.938995361328125
Train Epoch: 1 [16000/25390 (63%)]	Loss: 0.096569, iou: 0.855265
Cross_entropy loss: 0.09656905382871628, mixed_loss : 34.5170783996582
Train Epoch: 1 [16320/25390 (64%)]	Loss: 0.107014, iou: 0.826949
Cross_entropy loss: 0.10701404511928558, mixed_loss : 29.804044723510742
Train Epoch: 1 [16640/25390 (65%)]	Loss: 0.091100, iou: 0.870753
Cross_entropy loss: 0.09109985083341599, mixed_loss : 25.67171287536621
Train Epoch: 1 [16960/25390 (67%)]	Loss: 0.098198, iou: 0.844021
Cross_entropy loss: 0.09819813072681427, mixed_loss : 22.110204696655273
Train Epoch: 1 [17280/25390 (68%)]	Loss: 0.081773, iou: 0.897499
Cross_entropy loss: 0.08177308738231659, mixed_loss : 19.00286865234375
Train Epoch: 1 [17600/25390 (69%)]	Loss: 0.086842, iou: 0.868082
Cross_entropy loss: 0.0868423581123352, mixed_loss : 16.32025146484375
Train Epoch: 1 [17920/25390 (71%)]	Loss: 0.073095, iou: 0.912078
Cross_entropy loss: 0.07309452444314957, mixed_loss : 13.984918594360352
Train Epoch: 1 [18240/25390 (72%)]	Loss: 0.093061, iou: 0.856672
Cross_entropy loss: 0.09306077659130096, mixed_loss : 12.000425338745117
Train Epoch: 1 [18560/25390 (73%)]	Loss: 0.084141, iou: 0.878598
Cross_entropy loss: 0.08414053916931152, mixed_loss : 10.254929542541504
Train Epoch: 1 [18880/25390 (74%)]	Loss: 0.087812, iou: 0.863551
Cross_entropy loss: 0.08781246095895767, mixed_loss : 8.789688110351562
Train Epoch: 1 [19200/25390 (76%)]	Loss: 0.087212, iou: 0.871658
Cross_entropy loss: 0.08721233904361725, mixed_loss : 7.505629539489746
Train Epoch: 1 [19520/25390 (77%)]	Loss: 0.084604, iou: 0.878767
Cross_entropy loss: 0.0846036970615387, mixed_loss : 6.392387390136719
Train Epoch: 1 [19840/25390 (78%)]	Loss: 0.108946, iou: 0.851078
Cross_entropy loss: 0.10894616693258286, mixed_loss : 5.4760823249816895
Train Epoch: 1 [20160/25390 (79%)]	Loss: 0.115194, iou: 0.834415
Cross_entropy loss: 0.11519382894039154, mixed_loss : 4.678706169128418
Train Epoch: 1 [20480/25390 (81%)]	Loss: 0.095598, iou: 0.871506
Cross_entropy loss: 0.09559795260429382, mixed_loss : 3.969080686569214
Train Epoch: 1 [20800/25390 (82%)]	Loss: 0.080484, iou: 0.889617
Cross_entropy loss: 0.0804838240146637, mixed_loss : 3.3622310161590576
Train Epoch: 1 [21120/25390 (83%)]	Loss: 0.106732, iou: 0.840862
Cross_entropy loss: 0.10673169791698456, mixed_loss : 2.884026527404785
Train Epoch: 1 [21440/25390 (84%)]	Loss: 0.100666, iou: 0.846729
Cross_entropy loss: 0.10066618025302887, mixed_loss : 2.44509220123291
Train Epoch: 1 [21760/25390 (86%)]	Loss: 0.092581, iou: 0.861964
Cross_entropy loss: 0.09258145093917847, mixed_loss : 2.0771734714508057
Train Epoch: 1 [22080/25390 (87%)]	Loss: 0.079487, iou: 0.891420
Cross_entropy loss: 0.07948708534240723, mixed_loss : 1.7583829164505005
Train Epoch: 1 [22400/25390 (88%)]	Loss: 0.098999, iou: 0.851077
Cross_entropy loss: 0.09899948537349701, mixed_loss : 1.5090839862823486
Train Epoch: 1 [22720/25390 (89%)]	Loss: 0.086235, iou: 0.868604
Cross_entropy loss: 0.08623502403497696, mixed_loss : 1.2791813611984253
Train Epoch: 1 [23040/25390 (91%)]	Loss: 0.110027, iou: 0.830205
Cross_entropy loss: 0.1100265383720398, mixed_loss : 1.1084988117218018
Train Epoch: 1 [23360/25390 (92%)]	Loss: 0.081912, iou: 0.873798
Cross_entropy loss: 0.08191247284412384, mixed_loss : 0.9218654036521912
Train Epoch: 1 [23680/25390 (93%)]	Loss: 0.096808, iou: 0.856243
Cross_entropy loss: 0.0968075692653656, mixed_loss : 0.8122605681419373
Train Epoch: 1 [24000/25390 (94%)]	Loss: 0.098872, iou: 0.844207
Cross_entropy loss: 0.09887169301509857, mixed_loss : 0.7121710181236267
Train Epoch: 1 [24320/25390 (96%)]	Loss: 0.133620, iou: 0.786813
Cross_entropy loss: 0.1336197853088379, mixed_loss : 0.639806866645813
Train Epoch: 1 [24640/25390 (97%)]	Loss: 0.089563, iou: 0.857990
Cross_entropy loss: 0.08956315368413925, mixed_loss : 0.5124122500419617
Train Epoch: 1 [24960/25390 (98%)]	Loss: 0.109994, iou: 0.823196
Cross_entropy loss: 0.10999423265457153, mixed_loss : 0.47136929631233215
Train Epoch: 1 [25280/25390 (99%)]	Loss: 0.103061, iou: 0.844049
Cross_entropy loss: 0.10306061059236526, mixed_loss : 0.40557238459587097
train: iou: 0.894773, bce: 0.035600, dice: 0.105227, loss: 0.070413
Validation: [0/2821 (0%)]	Loss: 0.089605, iou: 0.866023
Validation: [640/2821 (22%)]	Loss: 0.086218, iou: 0.867577
Validation: [1280/2821 (44%)]	Loss: 0.098160, iou: 0.841514
Validation: [1920/2821 (67%)]	Loss: 0.087878, iou: 0.863611
Validation: [2560/2821 (89%)]	Loss: 0.084585, iou: 0.868984
val: iou: 0.865044, bce: 0.044334, dice: 0.134956, loss: 0.089645
Condition 1
[]
Condition 2
[]
Current epoch: 1; current test iou: 0.8650; best test iou: 0.0000 at epoch 1


epoch:  2
k = 1
condition not satisfied
condition satisfied
k = 2
savlr s:
0.0005064196424715303
Train Epoch: 2 [0/25390 (0%)]	Loss: 0.092868, iou: 0.864114
Cross_entropy loss: 0.09286791831254959, mixed_loss : 0.4457229971885681
Train Epoch: 2 [320/25390 (1%)]	Loss: 0.071336, iou: 0.905694
Cross_entropy loss: 0.07133645564317703, mixed_loss : 0.4149368405342102
Train Epoch: 2 [640/25390 (3%)]	Loss: 0.125206, iou: 0.809749
Cross_entropy loss: 0.12520639598369598, mixed_loss : 0.3781251609325409
Train Epoch: 2 [960/25390 (4%)]	Loss: 0.094663, iou: 0.849180
Cross_entropy loss: 0.09466340392827988, mixed_loss : 0.300341933965683
Train Epoch: 2 [1280/25390 (5%)]	Loss: 0.095269, iou: 0.858653
Cross_entropy loss: 0.09526915848255157, mixed_loss : 0.2594093978404999
Train Epoch: 2 [1600/25390 (6%)]	Loss: 0.093114, iou: 0.861520
Cross_entropy loss: 0.09311431646347046, mixed_loss : 0.2504254877567291
Train Epoch: 2 [1920/25390 (8%)]	Loss: 0.079951, iou: 0.883980
Cross_entropy loss: 0.07995089143514633, mixed_loss : 0.21818727254867554
Train Epoch: 2 [2240/25390 (9%)]	Loss: 0.081953, iou: 0.883522
Cross_entropy loss: 0.08195313811302185, mixed_loss : 0.19628004729747772
Train Epoch: 2 [2560/25390 (10%)]	Loss: 0.107828, iou: 0.845943
Cross_entropy loss: 0.10782824456691742, mixed_loss : 0.2166357934474945
Train Epoch: 2 [2880/25390 (11%)]	Loss: 0.103480, iou: 0.841141
Cross_entropy loss: 0.10347975045442581, mixed_loss : 0.1848469376564026
Train Epoch: 2 [3200/25390 (13%)]	Loss: 0.105385, iou: 0.841236
Cross_entropy loss: 0.10538525879383087, mixed_loss : 0.17721505463123322
Train Epoch: 2 [3520/25390 (14%)]	Loss: 0.095528, iou: 0.848565
Cross_entropy loss: 0.09552837908267975, mixed_loss : 0.15215320885181427
Train Epoch: 2 [3840/25390 (15%)]	Loss: 0.097639, iou: 0.856985
Cross_entropy loss: 0.0976390391588211, mixed_loss : 0.15001417696475983
Train Epoch: 2 [4160/25390 (16%)]	Loss: 0.110239, iou: 0.822071
Cross_entropy loss: 0.1102387011051178, mixed_loss : 0.15426971018314362
Train Epoch: 2 [4480/25390 (18%)]	Loss: 0.114706, iou: 0.821181
Cross_entropy loss: 0.1147056594491005, mixed_loss : 0.15376228094100952
Train Epoch: 2 [4800/25390 (19%)]	Loss: 0.076680, iou: 0.900921
Cross_entropy loss: 0.0766795352101326, mixed_loss : 0.1112554520368576
Train Epoch: 2 [5120/25390 (20%)]	Loss: 0.070810, iou: 0.898762
Cross_entropy loss: 0.07081036269664764, mixed_loss : 0.09917610138654709
Train Epoch: 2 [5440/25390 (21%)]	Loss: 0.069794, iou: 0.902295
Cross_entropy loss: 0.06979382038116455, mixed_loss : 0.09791456907987595
Train Epoch: 2 [5760/25390 (23%)]	Loss: 0.092409, iou: 0.865599
Cross_entropy loss: 0.09240949898958206, mixed_loss : 0.12527701258659363
Train Epoch: 2 [6080/25390 (24%)]	Loss: 0.130205, iou: 0.831088
Cross_entropy loss: 0.13020454347133636, mixed_loss : 0.16272537410259247
Train Epoch: 2 [6400/25390 (25%)]	Loss: 0.103212, iou: 0.843889
Cross_entropy loss: 0.1032119169831276, mixed_loss : 0.14802570641040802
Train Epoch: 2 [6720/25390 (26%)]	Loss: 0.071377, iou: 0.896845
Cross_entropy loss: 0.07137743383646011, mixed_loss : 0.10618368536233902
Train Epoch: 2 [7040/25390 (28%)]	Loss: 0.082202, iou: 0.878023
Cross_entropy loss: 0.0822015181183815, mixed_loss : 0.11790182441473007
Train Epoch: 2 [7360/25390 (29%)]	Loss: 0.096027, iou: 0.859056
Cross_entropy loss: 0.09602741152048111, mixed_loss : 0.13351519405841827
Train Epoch: 2 [7680/25390 (30%)]	Loss: 0.110376, iou: 0.819270
Cross_entropy loss: 0.11037616431713104, mixed_loss : 0.14869779348373413
Train Epoch: 2 [8000/25390 (31%)]	Loss: 0.114673, iou: 0.819878
Cross_entropy loss: 0.11467315256595612, mixed_loss : 0.1559554785490036
Train Epoch: 2 [8320/25390 (33%)]	Loss: 0.107013, iou: 0.850748
Cross_entropy loss: 0.10701257735490799, mixed_loss : 0.14078682661056519
Train Epoch: 2 [8640/25390 (34%)]	Loss: 0.086328, iou: 0.878976
Cross_entropy loss: 0.08632829785346985, mixed_loss : 0.11813802272081375
Train Epoch: 2 [8960/25390 (35%)]	Loss: 0.099593, iou: 0.851425
Cross_entropy loss: 0.09959307312965393, mixed_loss : 0.12277355045080185
Train Epoch: 2 [9280/25390 (37%)]	Loss: 0.141584, iou: 0.777409
Cross_entropy loss: 0.14158441126346588, mixed_loss : 0.22927871346473694
Train Epoch: 2 [9600/25390 (38%)]	Loss: 0.110122, iou: 0.828633
Cross_entropy loss: 0.11012179404497147, mixed_loss : 0.15606892108917236
Train Epoch: 2 [9920/25390 (39%)]	Loss: 0.103874, iou: 0.828154
Cross_entropy loss: 0.10387350618839264, mixed_loss : 0.13593406975269318
Train Epoch: 2 [10240/25390 (40%)]	Loss: 0.088213, iou: 0.861397
Cross_entropy loss: 0.08821269869804382, mixed_loss : 0.11252591013908386
Train Epoch: 2 [10560/25390 (42%)]	Loss: 0.085776, iou: 0.873067
Cross_entropy loss: 0.08577635884284973, mixed_loss : 0.10836852341890335
Train Epoch: 2 [10880/25390 (43%)]	Loss: 0.105625, iou: 0.835448
Cross_entropy loss: 0.10562482476234436, mixed_loss : 0.12641912698745728
Train Epoch: 2 [11200/25390 (44%)]	Loss: 0.094927, iou: 0.859544
Cross_entropy loss: 0.09492692351341248, mixed_loss : 0.11606641113758087
Train Epoch: 2 [11520/25390 (45%)]	Loss: 0.069109, iou: 0.895238
Cross_entropy loss: 0.06910949945449829, mixed_loss : 0.08849883079528809
Train Epoch: 2 [11840/25390 (47%)]	Loss: 0.091904, iou: 0.861188
Cross_entropy loss: 0.09190447628498077, mixed_loss : 0.11338247358798981
Train Epoch: 2 [12160/25390 (48%)]	Loss: 0.114313, iou: 0.812295
Cross_entropy loss: 0.11431293189525604, mixed_loss : 0.14198698103427887
Train Epoch: 2 [12480/25390 (49%)]	Loss: 0.090394, iou: 0.876574
Cross_entropy loss: 0.0903935581445694, mixed_loss : 0.11623141169548035
Train Epoch: 2 [12800/25390 (50%)]	Loss: 0.070017, iou: 0.904682
Cross_entropy loss: 0.07001729309558868, mixed_loss : 0.09444596618413925
Train Epoch: 2 [13120/25390 (52%)]	Loss: 0.091633, iou: 0.859038
Cross_entropy loss: 0.09163332730531693, mixed_loss : 0.12009245157241821
Train Epoch: 2 [13440/25390 (53%)]	Loss: 0.091559, iou: 0.866777
Cross_entropy loss: 0.09155896306037903, mixed_loss : 0.12155584245920181
Train Epoch: 2 [13760/25390 (54%)]	Loss: 0.132282, iou: 0.774406
Cross_entropy loss: 0.13228170573711395, mixed_loss : 0.1633383333683014
Train Epoch: 2 [14080/25390 (55%)]	Loss: 0.086213, iou: 0.858164
Cross_entropy loss: 0.08621254563331604, mixed_loss : 0.11200673878192902
Train Epoch: 2 [14400/25390 (57%)]	Loss: 0.078432, iou: 0.881228
Cross_entropy loss: 0.0784318596124649, mixed_loss : 0.10894067585468292
Train Epoch: 2 [14720/25390 (58%)]	Loss: 0.097875, iou: 0.853873
Cross_entropy loss: 0.09787462651729584, mixed_loss : 0.12773771584033966
Train Epoch: 2 [15040/25390 (59%)]	Loss: 0.092810, iou: 0.863972
Cross_entropy loss: 0.09280963987112045, mixed_loss : 0.11594994366168976
Train Epoch: 2 [15360/25390 (60%)]	Loss: 0.069574, iou: 0.909385
Cross_entropy loss: 0.06957435607910156, mixed_loss : 0.09273838996887207
Train Epoch: 2 [15680/25390 (62%)]	Loss: 0.066747, iou: 0.907162
Cross_entropy loss: 0.06674705445766449, mixed_loss : 0.0908086746931076
Train Epoch: 2 [16000/25390 (63%)]	Loss: 0.081040, iou: 0.884640
Cross_entropy loss: 0.08103977143764496, mixed_loss : 0.1085796132683754
Train Epoch: 2 [16320/25390 (64%)]	Loss: 0.081516, iou: 0.881682
Cross_entropy loss: 0.08151596784591675, mixed_loss : 0.10284151881933212
Train Epoch: 2 [16640/25390 (65%)]	Loss: 0.075106, iou: 0.903036
Cross_entropy loss: 0.07510606944561005, mixed_loss : 0.10821245610713959
Train Epoch: 2 [16960/25390 (67%)]	Loss: 0.089591, iou: 0.869310
Cross_entropy loss: 0.08959090709686279, mixed_loss : 0.11799468845129013
Train Epoch: 2 [17280/25390 (68%)]	Loss: 0.094944, iou: 0.874215
Cross_entropy loss: 0.09494394809007645, mixed_loss : 0.1262630671262741
Train Epoch: 2 [17600/25390 (69%)]	Loss: 0.091805, iou: 0.858813
Cross_entropy loss: 0.09180532395839691, mixed_loss : 0.11793704330921173
Train Epoch: 2 [17920/25390 (71%)]	Loss: 0.082767, iou: 0.877905
Cross_entropy loss: 0.082766592502594, mixed_loss : 0.11005407571792603
Train Epoch: 2 [18240/25390 (72%)]	Loss: 0.074041, iou: 0.896209
Cross_entropy loss: 0.07404075562953949, mixed_loss : 0.10455426573753357
Train Epoch: 2 [18560/25390 (73%)]	Loss: 0.077804, iou: 0.882053
Cross_entropy loss: 0.07780412584543228, mixed_loss : 0.10037405043840408
Train Epoch: 2 [18880/25390 (74%)]	Loss: 0.069324, iou: 0.907195
Cross_entropy loss: 0.06932377070188522, mixed_loss : 0.08816326409578323
Train Epoch: 2 [19200/25390 (76%)]	Loss: 0.090236, iou: 0.864999
Cross_entropy loss: 0.09023575484752655, mixed_loss : 0.12032011896371841
Train Epoch: 2 [19520/25390 (77%)]	Loss: 0.083010, iou: 0.876857
Cross_entropy loss: 0.08300960063934326, mixed_loss : 0.10708430409431458
Train Epoch: 2 [19840/25390 (78%)]	Loss: 0.105426, iou: 0.836955
Cross_entropy loss: 0.10542561858892441, mixed_loss : 0.12629733979701996
Train Epoch: 2 [20160/25390 (79%)]	Loss: 0.072443, iou: 0.895627
Cross_entropy loss: 0.07244305312633514, mixed_loss : 0.09097575396299362
Train Epoch: 2 [20480/25390 (81%)]	Loss: 0.105395, iou: 0.835366
Cross_entropy loss: 0.10539514571428299, mixed_loss : 0.12880417704582214
Train Epoch: 2 [20800/25390 (82%)]	Loss: 0.074273, iou: 0.895708
Cross_entropy loss: 0.07427290081977844, mixed_loss : 0.10143600404262543
Train Epoch: 2 [21120/25390 (83%)]	Loss: 0.119801, iou: 0.803568
Cross_entropy loss: 0.11980105936527252, mixed_loss : 0.15623895823955536
Train Epoch: 2 [21440/25390 (84%)]	Loss: 0.088760, iou: 0.872909
Cross_entropy loss: 0.08876043558120728, mixed_loss : 0.1274522840976715
Train Epoch: 2 [21760/25390 (86%)]	Loss: 0.093403, iou: 0.859141
Cross_entropy loss: 0.09340302646160126, mixed_loss : 0.12484534829854965
Train Epoch: 2 [22080/25390 (87%)]	Loss: 0.098139, iou: 0.837965
Cross_entropy loss: 0.09813858568668365, mixed_loss : 0.1346500664949417
Train Epoch: 2 [22400/25390 (88%)]	Loss: 0.104723, iou: 0.832851
Cross_entropy loss: 0.10472323000431061, mixed_loss : 0.14128248393535614
Train Epoch: 2 [22720/25390 (89%)]	Loss: 0.080527, iou: 0.872359
Cross_entropy loss: 0.08052661269903183, mixed_loss : 0.10663168877363205
Train Epoch: 2 [23040/25390 (91%)]	Loss: 0.123681, iou: 0.804246
Cross_entropy loss: 0.12368061393499374, mixed_loss : 0.1464654803276062
Train Epoch: 2 [23360/25390 (92%)]	Loss: 0.098733, iou: 0.863712
Cross_entropy loss: 0.09873348474502563, mixed_loss : 0.1251114010810852
Train Epoch: 2 [23680/25390 (93%)]	Loss: 0.095095, iou: 0.851960
Cross_entropy loss: 0.095095194876194, mixed_loss : 0.13144217431545258
Train Epoch: 2 [24000/25390 (94%)]	Loss: 0.067293, iou: 0.904328
Cross_entropy loss: 0.0672934353351593, mixed_loss : 0.10107483714818954
Train Epoch: 2 [24320/25390 (96%)]	Loss: 0.075494, iou: 0.890704
Cross_entropy loss: 0.07549375295639038, mixed_loss : 0.10200568288564682
Train Epoch: 2 [24640/25390 (97%)]	Loss: 0.087645, iou: 0.875267
Cross_entropy loss: 0.08764506876468658, mixed_loss : 0.11712126433849335
Train Epoch: 2 [24960/25390 (98%)]	Loss: 0.088163, iou: 0.873197
Cross_entropy loss: 0.08816339820623398, mixed_loss : 0.1140037328004837
Train Epoch: 2 [25280/25390 (99%)]	Loss: 0.084164, iou: 0.884637
Cross_entropy loss: 0.08416350185871124, mixed_loss : 0.11145608872175217
train: iou: 0.865351, bce: 0.046580, dice: 0.134649, loss: 0.090614
Validation: [0/2821 (0%)]	Loss: 0.080546, iou: 0.880862
Validation: [640/2821 (22%)]	Loss: 0.082911, iou: 0.873761
Validation: [1280/2821 (44%)]	Loss: 0.090493, iou: 0.854239
