
Namespace(M=300, admm_epoch=1, admm_train=True, admm_train_epochs=80, batch_size=32, data_view='leftright', dims=256, ext='0.99_tmp7', initial_s=0.01, load_model_name='ResNetUNet_best.pt', log_interval=10, lr=0.001, lr_scheduler='cosine', masked_retrain=False, model='ResNetUNet', num_classes=1, optimization='savlr', optimizer='adam', prun_config_file='config_ResNetUNet_0.99', r=0.1, retrain_epochs=10, rho=0.1, rho_num=1, save_dir='./ckpt/best_1', sparsity_type='irregular', test_batch_size=64, val_inter=1, verbose=False)

Arch name is ResNetUNet
!!!!!!!!!!!! ./ckpt/best_1/leftright_ResNetUNet_best.pt
Pretrained model loaded!
Validation: [0/3836 (0%)]	Loss: 0.021157, iou: 0.964399
Cross_entropy loss: 0.0850822925567627, mixed_loss : 10872.048828125
Train Epoch: 1 [5440/34528 (16%)]	Loss: 0.064114, iou: 0.898749
Cross_entropy loss: 0.06411434710025787, mixed_loss : 10156.0703125
Train Epoch: 1 [5760/34528 (17%)]	Loss: 0.091674, iou: 0.830717
Cross_entropy loss: 0.09167426824569702, mixed_loss : 9487.1904296875
Train Epoch: 1 [6080/34528 (18%)]	Loss: 0.090508, iou: 0.835728
Cross_entropy loss: 0.09050804376602173, mixed_loss : 8862.1337890625
Train Epoch: 1 [6400/34528 (19%)]	Loss: 0.079271, iou: 0.866492
Cross_entropy loss: 0.0792706161737442, mixed_loss : 8277.95703125
Train Epoch: 1 [6720/34528 (19%)]	Loss: 0.085542, iou: 0.850754
Cross_entropy loss: 0.0855422094464302, mixed_loss : 7731.95166015625
Train Epoch: 1 [7040/34528 (20%)]	Loss: 0.076659, iou: 0.872047
Cross_entropy loss: 0.07665892690420151, mixed_loss : 7221.5380859375
Train Epoch: 1 [7360/34528 (21%)]	Loss: 0.087027, iou: 0.847522
Cross_entropy loss: 0.08702735602855682, mixed_loss : 6744.38671875
Train Epoch: 1 [7680/34528 (22%)]	Loss: 0.082148, iou: 0.863623
Cross_entropy loss: 0.08214761316776276, mixed_loss : 6298.27685546875
Train Epoch: 1 [8000/34528 (23%)]	Loss: 0.083664, iou: 0.860615
Cross_entropy loss: 0.08366438001394272, mixed_loss : 5881.1845703125
Train Epoch: 1 [8320/34528 (24%)]	Loss: 0.083085, iou: 0.864323
Cross_entropy loss: 0.0830848291516304, mixed_loss : 5491.197265625
Train Epoch: 1 [8640/34528 (25%)]	Loss: 0.106406, iou: 0.829590
Cross_entropy loss: 0.10640573501586914, mixed_loss : 5126.58447265625
Train Epoch: 1 [8960/34528 (26%)]	Loss: 0.110026, iou: 0.809296
Cross_entropy loss: 0.11002598702907562, mixed_loss : 4785.64599609375
Train Epoch: 1 [9280/34528 (27%)]	Loss: 0.115057, iou: 0.799179
Cross_entropy loss: 0.11505728214979172, mixed_loss : 4466.8642578125
Train Epoch: 1 [9600/34528 (28%)]	Loss: 0.081112, iou: 0.870931
Cross_entropy loss: 0.08111214637756348, mixed_loss : 4168.77294921875
Train Epoch: 1 [9920/34528 (29%)]	Loss: 0.100023, iou: 0.831868
Cross_entropy loss: 0.10002265870571136, mixed_loss : 3890.11572265625
Train Epoch: 1 [10240/34528 (30%)]	Loss: 0.130331, iou: 0.772391
Cross_entropy loss: 0.13033132255077362, mixed_loss : 3629.604736328125
Train Epoch: 1 [10560/34528 (31%)]	Loss: 0.086826, iou: 0.847825
Cross_entropy loss: 0.08682575821876526, mixed_loss : 3385.9912109375
Train Epoch: 1 [10880/34528 (32%)]	Loss: 0.122062, iou: 0.799837
Cross_entropy loss: 0.12206169962882996, mixed_loss : 3158.334228515625
Train Epoch: 1 [11200/34528 (32%)]	Loss: 0.138800, iou: 0.773738
Cross_entropy loss: 0.13879996538162231, mixed_loss : 2945.515625
Train Epoch: 1 [11520/34528 (33%)]	Loss: 0.085135, iou: 0.865325
Cross_entropy loss: 0.08513481914997101, mixed_loss : 2746.531005859375
Train Epoch: 1 [11840/34528 (34%)]	Loss: 0.095193, iou: 0.846258
Cross_entropy loss: 0.09519326686859131, mixed_loss : 2560.628662109375
Train Epoch: 1 [12160/34528 (35%)]	Loss: 0.112107, iou: 0.812742
Cross_entropy loss: 0.11210658401250839, mixed_loss : 2386.9052734375
Train Epoch: 1 [12480/34528 (36%)]	Loss: 0.107998, iou: 0.830880
Cross_entropy loss: 0.10799787938594818, mixed_loss : 2224.5615234375
Train Epoch: 1 [12800/34528 (37%)]	Loss: 0.126077, iou: 0.800326
Cross_entropy loss: 0.1260765939950943, mixed_loss : 2072.905029296875
Train Epoch: 1 [13120/34528 (38%)]	Loss: 0.106627, iou: 0.839163
Cross_entropy loss: 0.10662660747766495, mixed_loss : 1931.189453125
Train Epoch: 1 [13440/34528 (39%)]	Loss: 0.101355, iou: 0.843271
Cross_entropy loss: 0.10135486721992493, mixed_loss : 1798.83935546875
Train Epoch: 1 [13760/34528 (40%)]	Loss: 0.134278, iou: 0.793594
Cross_entropy loss: 0.13427774608135223, mixed_loss : 1675.265869140625
Train Epoch: 1 [14080/34528 (41%)]	Loss: 0.091646, iou: 0.853993
Cross_entropy loss: 0.09164556860923767, mixed_loss : 1559.8045654296875
Train Epoch: 1 [14400/34528 (42%)]	Loss: 0.116251, iou: 0.797718
Cross_entropy loss: 0.11625108122825623, mixed_loss : 1452.079345703125
Train Epoch: 1 [14720/34528 (43%)]	Loss: 0.163325, iou: 0.708312
Cross_entropy loss: 0.16332460939884186, mixed_loss : 1351.5235595703125
Train Epoch: 1 [15040/34528 (44%)]	Loss: 0.117918, iou: 0.799419
Cross_entropy loss: 0.1179184541106224, mixed_loss : 1257.584228515625
Train Epoch: 1 [15360/34528 (44%)]	Loss: 0.135831, iou: 0.768409
Cross_entropy loss: 0.13583073019981384, mixed_loss : 1169.988525390625
Train Epoch: 1 [15680/34528 (45%)]	Loss: 0.129536, iou: 0.786234
Cross_entropy loss: 0.12953603267669678, mixed_loss : 1088.223876953125
Train Epoch: 1 [16000/34528 (46%)]	Loss: 0.125231, iou: 0.794770
Cross_entropy loss: 0.12523102760314941, mixed_loss : 1011.9552612304688
Train Epoch: 1 [16320/34528 (47%)]	Loss: 0.126511, iou: 0.785243
Cross_entropy loss: 0.12651066482067108, mixed_loss : 940.804443359375
Train Epoch: 1 [16640/34528 (48%)]	Loss: 0.129821, iou: 0.799598
Cross_entropy loss: 0.12982085347175598, mixed_loss : 874.473388671875
Train Epoch: 1 [16960/34528 (49%)]	Loss: 0.148774, iou: 0.773718
Cross_entropy loss: 0.1487741321325302, mixed_loss : 812.6478881835938
Train Epoch: 1 [17280/34528 (50%)]	Loss: 0.224703, iou: 0.633159
Cross_entropy loss: 0.22470279037952423, mixed_loss : 755.1336059570312
Train Epoch: 1 [17600/34528 (51%)]	Loss: 0.157128, iou: 0.776984
Cross_entropy loss: 0.15712834894657135, mixed_loss : 701.4152221679688
Train Epoch: 1 [17920/34528 (52%)]	Loss: 0.186880, iou: 0.696167
Cross_entropy loss: 0.18688029050827026, mixed_loss : 651.333740234375
Train Epoch: 1 [18240/34528 (53%)]	Loss: 0.172691, iou: 0.693669
Cross_entropy loss: 0.1726909726858139, mixed_loss : 604.6785278320312
Train Epoch: 1 [18560/34528 (54%)]	Loss: 0.158796, iou: 0.730184
Cross_entropy loss: 0.1587960422039032, mixed_loss : 561.2236328125
Train Epoch: 1 [18880/34528 (55%)]	Loss: 0.164121, iou: 0.719708
Cross_entropy loss: 0.16412074863910675, mixed_loss : 520.7701416015625
Train Epoch: 1 [19200/34528 (56%)]	Loss: 0.171027, iou: 0.709418
Cross_entropy loss: 0.17102721333503723, mixed_loss : 483.1984558105469
Train Epoch: 1 [19520/34528 (57%)]	Loss: 0.192625, iou: 0.703119
Cross_entropy loss: 0.1926252692937851, mixed_loss : 448.25006103515625
Train Epoch: 1 [19840/34528 (57%)]	Loss: 0.184701, iou: 0.699673
Cross_entropy loss: 0.18470074236392975, mixed_loss : 415.70782470703125
Train Epoch: 1 [20160/34528 (58%)]	Loss: 0.162578, iou: 0.748481
Cross_entropy loss: 0.16257768869400024, mixed_loss : 385.3367919921875
Train Epoch: 1 [20480/34528 (59%)]	Loss: 0.209427, iou: 0.676658
Cross_entropy loss: 0.2094273865222931, mixed_loss : 357.1460876464844
Train Epoch: 1 [20800/34528 (60%)]	Loss: 0.217105, iou: 0.650489
Cross_entropy loss: 0.21710485219955444, mixed_loss : 330.94219970703125
Train Epoch: 1 [21120/34528 (61%)]	Loss: 0.260365, iou: 0.582337
Cross_entropy loss: 0.260364830493927, mixed_loss : 306.7096252441406
Train Epoch: 1 [21440/34528 (62%)]	Loss: 0.236472, iou: 0.616073
Cross_entropy loss: 0.23647212982177734, mixed_loss : 284.1297302246094
Train Epoch: 1 [21760/34528 (63%)]	Loss: 0.217191, iou: 0.658825
Cross_entropy loss: 0.2171914279460907, mixed_loss : 263.0337219238281
Train Epoch: 1 [22080/34528 (64%)]	Loss: 0.190256, iou: 0.699226
Cross_entropy loss: 0.1902555376291275, mixed_loss : 243.56689453125
Train Epoch: 1 [22400/34528 (65%)]	Loss: 0.199383, iou: 0.666468
Cross_entropy loss: 0.19938284158706665, mixed_loss : 225.3887176513672
Train Epoch: 1 [22720/34528 (66%)]	Loss: 0.212289, iou: 0.640634
Cross_entropy loss: 0.21228916943073273, mixed_loss : 208.47811889648438
Train Epoch: 1 [23040/34528 (67%)]	Loss: 0.241111, iou: 0.624264
Cross_entropy loss: 0.24111098051071167, mixed_loss : 192.93429565429688
Train Epoch: 1 [23360/34528 (68%)]	Loss: 0.236250, iou: 0.616803
Cross_entropy loss: 0.23624984920024872, mixed_loss : 178.45718383789062
Train Epoch: 1 [23680/34528 (69%)]	Loss: 0.261521, iou: 0.571970
Cross_entropy loss: 0.2615213990211487, mixed_loss : 165.0769805908203
Train Epoch: 1 [24000/34528 (70%)]	Loss: 0.287131, iou: 0.520618
Cross_entropy loss: 0.2871314287185669, mixed_loss : 152.6168670654297
Train Epoch: 1 [24320/34528 (70%)]	Loss: 0.267068, iou: 0.608537
Cross_entropy loss: 0.267068475484848, mixed_loss : 141.0047607421875
Train Epoch: 1 [24640/34528 (71%)]	Loss: 0.193134, iou: 0.687383
Cross_entropy loss: 0.1931340992450714, mixed_loss : 130.27796936035156
Train Epoch: 1 [24960/34528 (72%)]	Loss: 0.221618, iou: 0.621102
Cross_entropy loss: 0.22161760926246643, mixed_loss : 120.3333740234375
Train Epoch: 1 [25280/34528 (73%)]	Loss: 0.201313, iou: 0.680357
Cross_entropy loss: 0.2013128101825714, mixed_loss : 111.0856704711914
Train Epoch: 1 [25600/34528 (74%)]	Loss: 0.219604, iou: 0.680354
Cross_entropy loss: 0.2196044772863388, mixed_loss : 102.56339263916016
Train Epoch: 1 [25920/34528 (75%)]	Loss: 0.295181, iou: 0.520380
Cross_entropy loss: 0.2951809763908386, mixed_loss : 94.80098724365234
Train Epoch: 1 [26240/34528 (76%)]	Loss: 0.212317, iou: 0.640487
Cross_entropy loss: 0.21231743693351746, mixed_loss : 87.3858871459961
Train Epoch: 1 [26560/34528 (77%)]	Loss: 0.235118, iou: 0.631601
Cross_entropy loss: 0.23511801660060883, mixed_loss : 80.60871887207031
Train Epoch: 1 [26880/34528 (78%)]	Loss: 0.213241, iou: 0.655352
Cross_entropy loss: 0.213240846991539, mixed_loss : 74.37860870361328
Train Epoch: 1 [27200/34528 (79%)]	Loss: 0.238951, iou: 0.609710
Cross_entropy loss: 0.2389509230852127, mixed_loss : 68.59966278076172
Train Epoch: 1 [27520/34528 (80%)]	Loss: 0.262054, iou: 0.559256
Cross_entropy loss: 0.2620541453361511, mixed_loss : 63.277889251708984
Train Epoch: 1 [27840/34528 (81%)]	Loss: 0.286428, iou: 0.562813
Cross_entropy loss: 0.2864275574684143, mixed_loss : 58.424434661865234
Train Epoch: 1 [28160/34528 (82%)]	Loss: 0.376603, iou: 0.427184
Cross_entropy loss: 0.3766031265258789, mixed_loss : 54.0771484375
Train Epoch: 1 [28480/34528 (82%)]	Loss: 0.210221, iou: 0.663108
Cross_entropy loss: 0.21022064983844757, mixed_loss : 49.74712371826172
Train Epoch: 1 [28800/34528 (83%)]	Loss: 0.230554, iou: 0.636090
Cross_entropy loss: 0.23055440187454224, mixed_loss : 45.77545166015625
Train Epoch: 1 [29120/34528 (84%)]	Loss: 0.246226, iou: 0.571329
Cross_entropy loss: 0.246225506067276, mixed_loss : 42.25163650512695
Train Epoch: 1 [29440/34528 (85%)]	Loss: 0.240396, iou: 0.608978
Cross_entropy loss: 0.2403964102268219, mixed_loss : 39.04154968261719
Train Epoch: 1 [29760/34528 (86%)]	Loss: 0.220060, iou: 0.632067
Cross_entropy loss: 0.22006049752235413, mixed_loss : 36.01156997680664
Train Epoch: 1 [30080/34528 (87%)]	Loss: 0.235518, iou: 0.601694
Cross_entropy loss: 0.23551809787750244, mixed_loss : 33.140750885009766
Train Epoch: 1 [30400/34528 (88%)]	Loss: 0.273157, iou: 0.546149
Cross_entropy loss: 0.2731567621231079, mixed_loss : 30.523658752441406
Train Epoch: 1 [30720/34528 (89%)]	Loss: 0.301374, iou: 0.500847
Cross_entropy loss: 0.30137401819229126, mixed_loss : 28.147987365722656
Train Epoch: 1 [31040/34528 (90%)]	Loss: 0.223015, iou: 0.673470
Cross_entropy loss: 0.22301515936851501, mixed_loss : 25.9096622467041
Train Epoch: 1 [31360/34528 (91%)]	Loss: 0.272250, iou: 0.581996
Cross_entropy loss: 0.2722502648830414, mixed_loss : 23.990507125854492
Train Epoch: 1 [31680/34528 (92%)]	Loss: 0.261072, iou: 0.553567
Cross_entropy loss: 0.26107218861579895, mixed_loss : 22.08902359008789
Train Epoch: 1 [32000/34528 (93%)]	Loss: 0.265366, iou: 0.567567
Cross_entropy loss: 0.2653658986091614, mixed_loss : 20.34960174560547
Train Epoch: 1 [32320/34528 (94%)]	Loss: 0.245959, iou: 0.617527
Cross_entropy loss: 0.24595926702022552, mixed_loss : 18.726404190063477
Train Epoch: 1 [32640/34528 (95%)]	Loss: 0.234555, iou: 0.610754
Cross_entropy loss: 0.2345552295446396, mixed_loss : 17.244213104248047
Train Epoch: 1 [32960/34528 (95%)]	Loss: 0.252868, iou: 0.582516
Cross_entropy loss: 0.25286784768104553, mixed_loss : 15.973259925842285
Train Epoch: 1 [33280/34528 (96%)]	Loss: 0.254702, iou: 0.617110
Cross_entropy loss: 0.25470200181007385, mixed_loss : 14.7606782913208
Train Epoch: 1 [33600/34528 (97%)]	Loss: 0.254946, iou: 0.564440
Cross_entropy loss: 0.2549455761909485, mixed_loss : 13.610572814941406
Train Epoch: 1 [33920/34528 (98%)]	Loss: 0.218088, iou: 0.643246
Cross_entropy loss: 0.2180883139371872, mixed_loss : 12.498154640197754
Train Epoch: 1 [34240/34528 (99%)]	Loss: 0.200749, iou: 0.664328
Cross_entropy loss: 0.2007487267255783, mixed_loss : 11.509404182434082
train: iou: 0.736059, bce: 0.059562, dice: 0.263941, loss: 0.161752
Validation: [0/3836 (0%)]	Loss: 0.349793, iou: 0.467560
Validation: [640/3836 (17%)]	Loss: 0.355784, iou: 0.424544
Validation: [1280/3836 (33%)]	Loss: 0.331098, iou: 0.470538
Validation: [1920/3836 (50%)]	Loss: 0.300331, iou: 0.517529
Validation: [2560/3836 (67%)]	Loss: 0.369267, iou: 0.435564
Validation: [3200/3836 (83%)]	Loss: 0.388550, iou: 0.442689
val: iou: 0.449742, bce: 0.175789, dice: 0.550258, loss: 0.363024
Condition 1
[]
Condition 2
[]

epoch:  2
k = 1
condition not satisfied
condition satisfied
k = 2
savlr s:
0.004123816543046769
Train Epoch: 2 [0/34528 (0%)]	Loss: 0.252284, iou: 0.599317
Cross_entropy loss: 0.25228428840637207, mixed_loss : 14.040562629699707
Train Epoch: 2 [320/34528 (1%)]	Loss: 0.234738, iou: 0.607718
Cross_entropy loss: 0.23473843932151794, mixed_loss : 12.781614303588867
Train Epoch: 2 [640/34528 (2%)]	Loss: 0.282598, iou: 0.569536
Cross_entropy loss: 0.28259778022766113, mixed_loss : 11.72011947631836
Train Epoch: 2 [960/34528 (3%)]	Loss: 0.191898, iou: 0.686270
Cross_entropy loss: 0.191898375749588, mixed_loss : 10.649348258972168
Train Epoch: 2 [1280/34528 (4%)]	Loss: 0.214867, iou: 0.651361
Cross_entropy loss: 0.21486660838127136, mixed_loss : 9.696040153503418
Train Epoch: 2 [1600/34528 (5%)]	Loss: 0.262133, iou: 0.609192
Cross_entropy loss: 0.2621331512928009, mixed_loss : 8.842494010925293
Train Epoch: 2 [1920/34528 (6%)]	Loss: 0.223441, iou: 0.643365
Cross_entropy loss: 0.2234405130147934, mixed_loss : 8.028942108154297
Train Epoch: 2 [2240/34528 (6%)]	Loss: 0.235305, iou: 0.600683
Cross_entropy loss: 0.2353052794933319, mixed_loss : 7.34778356552124
Train Epoch: 2 [2560/34528 (7%)]	Loss: 0.340286, iou: 0.548711
Cross_entropy loss: 0.34028634428977966, mixed_loss : 6.836139678955078
Train Epoch: 2 [2880/34528 (8%)]	Loss: 0.255711, iou: 0.589047
Cross_entropy loss: 0.25571081042289734, mixed_loss : 6.179892063140869
Train Epoch: 2 [3200/34528 (9%)]	Loss: 0.244155, iou: 0.597372
Cross_entropy loss: 0.24415527284145355, mixed_loss : 5.62560510635376
Train Epoch: 2 [3520/34528 (10%)]	Loss: 0.260839, iou: 0.602743
Cross_entropy loss: 0.26083898544311523, mixed_loss : 5.170384407043457
Train Epoch: 2 [3840/34528 (11%)]	Loss: 0.258897, iou: 0.601899
Cross_entropy loss: 0.25889667868614197, mixed_loss : 5.054111957550049
Train Epoch: 2 [4160/34528 (12%)]	Loss: 0.215465, iou: 0.655289
Cross_entropy loss: 0.2154645174741745, mixed_loss : 4.877884387969971
Train Epoch: 2 [4480/34528 (13%)]	Loss: 0.267371, iou: 0.555180
Cross_entropy loss: 0.26737138628959656, mixed_loss : 4.456010818481445
Train Epoch: 2 [4800/34528 (14%)]	Loss: 0.225648, iou: 0.655838
Cross_entropy loss: 0.22564798593521118, mixed_loss : 3.9876630306243896
Train Epoch: 2 [5120/34528 (15%)]	Loss: 0.248864, iou: 0.579787
Cross_entropy loss: 0.24886418879032135, mixed_loss : 3.7592761516571045
Train Epoch: 2 [5440/34528 (16%)]	Loss: 0.243652, iou: 0.592575
Cross_entropy loss: 0.24365189671516418, mixed_loss : 3.5915989875793457
Train Epoch: 2 [5760/34528 (17%)]	Loss: 0.274285, iou: 0.520369
Cross_entropy loss: 0.27428504824638367, mixed_loss : 3.407182455062866
Train Epoch: 2 [6080/34528 (18%)]	Loss: 0.226742, iou: 0.640306
Cross_entropy loss: 0.22674207389354706, mixed_loss : 3.1091251373291016
Train Epoch: 2 [6400/34528 (19%)]	Loss: 0.242487, iou: 0.599692
Cross_entropy loss: 0.24248677492141724, mixed_loss : 2.89927339553833
Train Epoch: 2 [6720/34528 (19%)]	Loss: 0.228535, iou: 0.669934
Cross_entropy loss: 0.22853504121303558, mixed_loss : 2.674400568008423
Train Epoch: 2 [7040/34528 (20%)]	Loss: 0.311886, iou: 0.509847
Cross_entropy loss: 0.3118857145309448, mixed_loss : 2.587534189224243
Train Epoch: 2 [7360/34528 (21%)]	Loss: 0.253987, iou: 0.573259
Cross_entropy loss: 0.2539873421192169, mixed_loss : 2.4380040168762207
Train Epoch: 2 [7680/34528 (22%)]	Loss: 0.228862, iou: 0.647298
Cross_entropy loss: 0.22886167466640472, mixed_loss : 2.3093626499176025
Train Epoch: 2 [8000/34528 (23%)]	Loss: 0.243948, iou: 0.612995
Cross_entropy loss: 0.24394768476486206, mixed_loss : 2.1687545776367188
Train Epoch: 2 [8320/34528 (24%)]	Loss: 0.286970, iou: 0.559551
Cross_entropy loss: 0.28696954250335693, mixed_loss : 2.040457010269165
Train Epoch: 2 [8640/34528 (25%)]	Loss: 0.218759, iou: 0.633428
Cross_entropy loss: 0.21875853836536407, mixed_loss : 1.8111921548843384
Train Epoch: 2 [8960/34528 (26%)]	Loss: 0.217914, iou: 0.637327
Cross_entropy loss: 0.2179136574268341, mixed_loss : 1.7059471607208252
Train Epoch: 2 [9280/34528 (27%)]	Loss: 0.251249, iou: 0.567648
Cross_entropy loss: 0.25124943256378174, mixed_loss : 1.752262830734253
Train Epoch: 2 [9600/34528 (28%)]	Loss: 0.225554, iou: 0.613396
Cross_entropy loss: 0.22555437684059143, mixed_loss : 1.5947853326797485
Train Epoch: 2 [9920/34528 (29%)]	Loss: 0.238208, iou: 0.612632
Cross_entropy loss: 0.2382083535194397, mixed_loss : 1.5135496854782104
Train Epoch: 2 [10240/34528 (30%)]	Loss: 0.312257, iou: 0.498545
Cross_entropy loss: 0.31225675344467163, mixed_loss : 1.5499227046966553
Train Epoch: 2 [10560/34528 (31%)]	Loss: 0.241294, iou: 0.602498
Cross_entropy loss: 0.24129390716552734, mixed_loss : 1.4104883670806885
Train Epoch: 2 [10880/34528 (32%)]	Loss: 0.212282, iou: 0.667874
Cross_entropy loss: 0.21228185296058655, mixed_loss : 1.3489458560943604
Train Epoch: 2 [11200/34528 (32%)]	Loss: 0.220881, iou: 0.647243
Cross_entropy loss: 0.22088131308555603, mixed_loss : 1.3276865482330322
Train Epoch: 2 [11520/34528 (33%)]	Loss: 0.177222, iou: 0.720433
Cross_entropy loss: 0.17722174525260925, mixed_loss : 1.3299673795700073
Train Epoch: 2 [11840/34528 (34%)]	Loss: 0.203872, iou: 0.656349
Cross_entropy loss: 0.20387223362922668, mixed_loss : 1.2689902782440186
Train Epoch: 2 [12160/34528 (35%)]	Loss: 0.204275, iou: 0.665316
Cross_entropy loss: 0.20427468419075012, mixed_loss : 1.2330360412597656
Train Epoch: 2 [12480/34528 (36%)]	Loss: 0.261192, iou: 0.627907
Cross_entropy loss: 0.2611916661262512, mixed_loss : 1.3081799745559692
Train Epoch: 2 [12800/34528 (37%)]	Loss: 0.234132, iou: 0.626913
Cross_entropy loss: 0.23413154482841492, mixed_loss : 1.223514437675476
Train Epoch: 2 [13120/34528 (38%)]	Loss: 0.336106, iou: 0.537321
Cross_entropy loss: 0.3361058831214905, mixed_loss : 1.2274190187454224
Train Epoch: 2 [13440/34528 (39%)]	Loss: 0.325014, iou: 0.470678
Cross_entropy loss: 0.3250138759613037, mixed_loss : 1.205428957939148
Train Epoch: 2 [13760/34528 (40%)]	Loss: 0.290783, iou: 0.544252
Cross_entropy loss: 0.29078322649002075, mixed_loss : 1.0725435018539429
Train Epoch: 2 [14080/34528 (41%)]	Loss: 0.233334, iou: 0.632326
Cross_entropy loss: 0.23333363234996796, mixed_loss : 0.9490732550621033
Train Epoch: 2 [14400/34528 (42%)]	Loss: 0.237699, iou: 0.607996
Cross_entropy loss: 0.2376992404460907, mixed_loss : 0.8965364694595337
Train Epoch: 2 [14720/34528 (43%)]	Loss: 0.243169, iou: 0.610318
Cross_entropy loss: 0.2431686520576477, mixed_loss : 0.8944146633148193
Train Epoch: 2 [15040/34528 (44%)]	Loss: 0.214044, iou: 0.659346
Cross_entropy loss: 0.21404436230659485, mixed_loss : 0.894920289516449
Train Epoch: 2 [15360/34528 (44%)]	Loss: 0.291038, iou: 0.526798
Cross_entropy loss: 0.29103827476501465, mixed_loss : 0.9339884519577026
Train Epoch: 2 [15680/34528 (45%)]	Loss: 0.252590, iou: 0.568201
Cross_entropy loss: 0.25258979201316833, mixed_loss : 0.8720502257347107
Train Epoch: 2 [16000/34528 (46%)]	Loss: 0.205200, iou: 0.685045
Cross_entropy loss: 0.20520006120204926, mixed_loss : 0.8207619786262512
Train Epoch: 2 [16320/34528 (47%)]	Loss: 0.231735, iou: 0.621482
Cross_entropy loss: 0.2317347377538681, mixed_loss : 0.8610973954200745
Train Epoch: 2 [16640/34528 (48%)]	Loss: 0.217303, iou: 0.630415
Cross_entropy loss: 0.2173026204109192, mixed_loss : 0.8594712018966675
Train Epoch: 2 [16960/34528 (49%)]	Loss: 0.243349, iou: 0.636628
Cross_entropy loss: 0.24334922432899475, mixed_loss : 0.834549069404602
