
Namespace(M=300, admm_epoch=1, admm_train=True, admm_train_epochs=80, batch_size=32, data_view='updown', dims=256, ext='0.9_tmp7', initial_s=0.01, load_model_name='ResNetUNet_best.pt', log_interval=10, lr=0.001, lr_scheduler='cosine', masked_retrain=False, model='ResNetUNet', num_classes=1, optimization='savlr', optimizer='adam', prun_config_file='config_ResNetUNet_0.9', r=0.1, retrain_epochs=10, rho=0.1, rho_num=1, save_dir='./ckpt/best_1', sparsity_type='irregular', test_batch_size=64, val_inter=1, verbose=False)

Arch name is ResNetUNet
!!!!!!!!!!!! ./ckpt/best_1/updown_ResNetUNet_best.pt
Pretrained model loaded!
Validation: [0/2417 (0%)]	Loss: 0.011607, iou: 0.981698
Train Epoch: 1 [11840/21756 (54%)]	Loss: 0.097179, iou: 0.838345
Cross_entropy loss: 0.09717875719070435, mixed_loss : 52.79207992553711
Train Epoch: 1 [12160/21756 (56%)]	Loss: 0.098432, iou: 0.844780
Cross_entropy loss: 0.09843192994594574, mixed_loss : 44.973880767822266
Train Epoch: 1 [12480/21756 (57%)]	Loss: 0.078412, iou: 0.877765
Cross_entropy loss: 0.07841155678033829, mixed_loss : 38.24604415893555
Train Epoch: 1 [12800/21756 (59%)]	Loss: 0.108133, iou: 0.852569
Cross_entropy loss: 0.10813267529010773, mixed_loss : 32.51551818847656
Train Epoch: 1 [13120/21756 (60%)]	Loss: 0.092547, iou: 0.851914
Cross_entropy loss: 0.09254716336727142, mixed_loss : 27.593339920043945
Train Epoch: 1 [13440/21756 (62%)]	Loss: 0.093341, iou: 0.840746
Cross_entropy loss: 0.09334149956703186, mixed_loss : 23.375244140625
Train Epoch: 1 [13760/21756 (63%)]	Loss: 0.095002, iou: 0.853560
Cross_entropy loss: 0.09500233829021454, mixed_loss : 19.78679656982422
Train Epoch: 1 [14080/21756 (65%)]	Loss: 0.100903, iou: 0.836013
Cross_entropy loss: 0.10090280324220657, mixed_loss : 16.7675724029541
Train Epoch: 1 [14400/21756 (66%)]	Loss: 0.104488, iou: 0.825328
Cross_entropy loss: 0.10448765009641647, mixed_loss : 14.15993881225586
Train Epoch: 1 [14720/21756 (68%)]	Loss: 0.103194, iou: 0.822209
Cross_entropy loss: 0.10319393873214722, mixed_loss : 11.94223690032959
Train Epoch: 1 [15040/21756 (69%)]	Loss: 0.077277, iou: 0.879692
Cross_entropy loss: 0.07727740705013275, mixed_loss : 10.048003196716309
Train Epoch: 1 [15360/21756 (71%)]	Loss: 0.112187, iou: 0.807984
Cross_entropy loss: 0.11218729615211487, mixed_loss : 8.479279518127441
Train Epoch: 1 [15680/21756 (72%)]	Loss: 0.087210, iou: 0.858142
Cross_entropy loss: 0.08721049875020981, mixed_loss : 7.116288661956787
Train Epoch: 1 [16000/21756 (74%)]	Loss: 0.076965, iou: 0.872687
Cross_entropy loss: 0.07696501165628433, mixed_loss : 5.970478534698486
Train Epoch: 1 [16320/21756 (75%)]	Loss: 0.081019, iou: 0.867297
Cross_entropy loss: 0.08101852238178253, mixed_loss : 5.028290748596191
Train Epoch: 1 [16640/21756 (76%)]	Loss: 0.072930, iou: 0.889806
Cross_entropy loss: 0.07293000817298889, mixed_loss : 4.206202507019043
Train Epoch: 1 [16960/21756 (78%)]	Loss: 0.103102, iou: 0.828930
Cross_entropy loss: 0.10310209542512894, mixed_loss : 3.5536632537841797
Train Epoch: 1 [17280/21756 (79%)]	Loss: 0.117893, iou: 0.813955
Cross_entropy loss: 0.11789341270923615, mixed_loss : 3.0424492359161377
Train Epoch: 1 [17600/21756 (81%)]	Loss: 0.094184, iou: 0.841682
Cross_entropy loss: 0.09418373554944992, mixed_loss : 2.5566558837890625
Train Epoch: 1 [17920/21756 (82%)]	Loss: 0.082936, iou: 0.868936
Cross_entropy loss: 0.08293581753969193, mixed_loss : 2.1187362670898438
Train Epoch: 1 [18240/21756 (84%)]	Loss: 0.086991, iou: 0.857609
Cross_entropy loss: 0.08699142932891846, mixed_loss : 1.7715284824371338
Train Epoch: 1 [18560/21756 (85%)]	Loss: 0.099469, iou: 0.836274
Cross_entropy loss: 0.09946926683187485, mixed_loss : 1.4941576719284058
Train Epoch: 1 [18880/21756 (87%)]	Loss: 0.079344, iou: 0.878958
Cross_entropy loss: 0.07934409379959106, mixed_loss : 1.2504878044128418
Train Epoch: 1 [19200/21756 (88%)]	Loss: 0.078368, iou: 0.876027
Cross_entropy loss: 0.07836779206991196, mixed_loss : 1.0691298246383667
Train Epoch: 1 [19520/21756 (90%)]	Loss: 0.074305, iou: 0.883829
Cross_entropy loss: 0.07430510967969894, mixed_loss : 0.9042750597000122
Train Epoch: 1 [19840/21756 (91%)]	Loss: 0.075379, iou: 0.879237
Cross_entropy loss: 0.07537908852100372, mixed_loss : 0.7484081387519836
Train Epoch: 1 [20160/21756 (93%)]	Loss: 0.082173, iou: 0.859298
Cross_entropy loss: 0.08217266947031021, mixed_loss : 0.6470651030540466
Train Epoch: 1 [20480/21756 (94%)]	Loss: 0.092481, iou: 0.858075
Cross_entropy loss: 0.09248067438602448, mixed_loss : 0.5764921307563782
Train Epoch: 1 [20800/21756 (96%)]	Loss: 0.086531, iou: 0.865568
Cross_entropy loss: 0.08653093874454498, mixed_loss : 0.4905919134616852
Train Epoch: 1 [21120/21756 (97%)]	Loss: 0.105855, iou: 0.830222
Cross_entropy loss: 0.10585472732782364, mixed_loss : 0.4359142780303955
Train Epoch: 1 [21440/21756 (99%)]	Loss: 0.108676, iou: 0.819871
Cross_entropy loss: 0.10867609828710556, mixed_loss : 0.41548001766204834
train: iou: 0.896298, bce: 0.026328, dice: 0.103702, loss: 0.065015
Validation: [0/2417 (0%)]	Loss: 0.084517, iou: 0.864256
Validation: [640/2417 (26%)]	Loss: 0.070085, iou: 0.892398
Validation: [1280/2417 (53%)]	Loss: 0.090646, iou: 0.847845
Validation: [1920/2417 (79%)]	Loss: 0.089358, iou: 0.850893
val: iou: 0.869765, bce: 0.032619, dice: 0.130235, loss: 0.081427
Condition 1
[]
Condition 2
[]

epoch:  2
k = 1
condition not satisfied
condition satisfied
k = 2
savlr s:
0.0005941699313337264
Train Epoch: 2 [0/21756 (0%)]	Loss: 0.104163, iou: 0.822540
Cross_entropy loss: 0.10416346043348312, mixed_loss : 0.39961865544319153
Train Epoch: 2 [320/21756 (1%)]	Loss: 0.103841, iou: 0.833226
Cross_entropy loss: 0.10384128242731094, mixed_loss : 0.366862952709198
Train Epoch: 2 [640/21756 (3%)]	Loss: 0.083947, iou: 0.865187
Cross_entropy loss: 0.08394744992256165, mixed_loss : 0.28587543964385986
Train Epoch: 2 [960/21756 (4%)]	Loss: 0.071989, iou: 0.885288
Cross_entropy loss: 0.07198933511972427, mixed_loss : 0.2430298626422882
Train Epoch: 2 [1280/21756 (6%)]	Loss: 0.110061, iou: 0.849567
Cross_entropy loss: 0.11006090044975281, mixed_loss : 0.2695457637310028
Train Epoch: 2 [1600/21756 (7%)]	Loss: 0.074562, iou: 0.880970
Cross_entropy loss: 0.07456215471029282, mixed_loss : 0.2248832732439041
Train Epoch: 2 [1920/21756 (9%)]	Loss: 0.102123, iou: 0.831100
Cross_entropy loss: 0.10212340205907822, mixed_loss : 0.21604810655117035
Train Epoch: 2 [2240/21756 (10%)]	Loss: 0.076056, iou: 0.882424
Cross_entropy loss: 0.076055608689785, mixed_loss : 0.16737942397594452
Train Epoch: 2 [2560/21756 (12%)]	Loss: 0.130253, iou: 0.786903
Cross_entropy loss: 0.1302526891231537, mixed_loss : 0.21114295721054077
Train Epoch: 2 [2880/21756 (13%)]	Loss: 0.074853, iou: 0.882631
Cross_entropy loss: 0.07485327869653702, mixed_loss : 0.15059149265289307
Train Epoch: 2 [3200/21756 (15%)]	Loss: 0.079261, iou: 0.861379
Cross_entropy loss: 0.07926115393638611, mixed_loss : 0.14366091787815094
Train Epoch: 2 [3520/21756 (16%)]	Loss: 0.111667, iou: 0.819123
Cross_entropy loss: 0.11166726052761078, mixed_loss : 0.1793360859155655
Train Epoch: 2 [3840/21756 (18%)]	Loss: 0.072188, iou: 0.883262
Cross_entropy loss: 0.07218754291534424, mixed_loss : 0.13913147151470184
Train Epoch: 2 [4160/21756 (19%)]	Loss: 0.105282, iou: 0.839551
Cross_entropy loss: 0.10528218746185303, mixed_loss : 0.15763366222381592
Train Epoch: 2 [4480/21756 (21%)]	Loss: 0.081520, iou: 0.867535
Cross_entropy loss: 0.0815197080373764, mixed_loss : 0.12652069330215454
Train Epoch: 2 [4800/21756 (22%)]	Loss: 0.082389, iou: 0.867573
Cross_entropy loss: 0.08238935470581055, mixed_loss : 0.12951277196407318
Train Epoch: 2 [5120/21756 (24%)]	Loss: 0.095869, iou: 0.831038
Cross_entropy loss: 0.09586933255195618, mixed_loss : 0.13480976223945618
Train Epoch: 2 [5440/21756 (25%)]	Loss: 0.076477, iou: 0.882696
Cross_entropy loss: 0.07647660374641418, mixed_loss : 0.11047063767910004
Train Epoch: 2 [5760/21756 (26%)]	Loss: 0.089547, iou: 0.853120
Cross_entropy loss: 0.08954666554927826, mixed_loss : 0.11946246027946472
Train Epoch: 2 [6080/21756 (28%)]	Loss: 0.093295, iou: 0.852524
Cross_entropy loss: 0.09329503029584885, mixed_loss : 0.13262593746185303
Train Epoch: 2 [6400/21756 (29%)]	Loss: 0.088298, iou: 0.871988
Cross_entropy loss: 0.0882982611656189, mixed_loss : 0.1258590966463089
Train Epoch: 2 [6720/21756 (31%)]	Loss: 0.064033, iou: 0.907767
Cross_entropy loss: 0.06403282284736633, mixed_loss : 0.1062931939959526
Train Epoch: 2 [7040/21756 (32%)]	Loss: 0.075733, iou: 0.873313
Cross_entropy loss: 0.07573331147432327, mixed_loss : 0.11060898751020432
Train Epoch: 2 [7360/21756 (34%)]	Loss: 0.058348, iou: 0.910042
Cross_entropy loss: 0.05834777653217316, mixed_loss : 0.09377443045377731
Train Epoch: 2 [7680/21756 (35%)]	Loss: 0.088463, iou: 0.845621
Cross_entropy loss: 0.08846257627010345, mixed_loss : 0.12104329466819763
Train Epoch: 2 [8000/21756 (37%)]	Loss: 0.094892, iou: 0.847074
Cross_entropy loss: 0.09489237517118454, mixed_loss : 0.12975069880485535
Train Epoch: 2 [8320/21756 (38%)]	Loss: 0.091113, iou: 0.867236
Cross_entropy loss: 0.09111319482326508, mixed_loss : 0.14328385889530182
Train Epoch: 2 [8640/21756 (40%)]	Loss: 0.088623, iou: 0.853000
Cross_entropy loss: 0.08862319588661194, mixed_loss : 0.1294982135295868
Train Epoch: 2 [8960/21756 (41%)]	Loss: 0.083278, iou: 0.866652
Cross_entropy loss: 0.0832778662443161, mixed_loss : 0.1254071593284607
Train Epoch: 2 [9280/21756 (43%)]	Loss: 0.082521, iou: 0.871034
Cross_entropy loss: 0.08252076059579849, mixed_loss : 0.12058914452791214
Train Epoch: 2 [9600/21756 (44%)]	Loss: 0.091790, iou: 0.865463
Cross_entropy loss: 0.09179043769836426, mixed_loss : 0.1765671670436859
Train Epoch: 2 [9920/21756 (46%)]	Loss: 0.084962, iou: 0.857813
Cross_entropy loss: 0.08496226370334625, mixed_loss : 0.17620253562927246
Train Epoch: 2 [10240/21756 (47%)]	Loss: 0.094660, iou: 0.839456
Cross_entropy loss: 0.0946599692106247, mixed_loss : 0.1825712025165558
Train Epoch: 2 [10560/21756 (49%)]	Loss: 0.097567, iou: 0.835754
Cross_entropy loss: 0.09756693989038467, mixed_loss : 0.1506660431623459
Train Epoch: 2 [10880/21756 (50%)]	Loss: 0.112568, iou: 0.798482
Cross_entropy loss: 0.11256847530603409, mixed_loss : 0.16420763731002808
Train Epoch: 2 [11200/21756 (51%)]	Loss: 0.077540, iou: 0.871806
Cross_entropy loss: 0.07753986120223999, mixed_loss : 0.11702281981706619
Train Epoch: 2 [11520/21756 (53%)]	Loss: 0.092591, iou: 0.853169
Cross_entropy loss: 0.09259118139743805, mixed_loss : 0.136918842792511
Train Epoch: 2 [11840/21756 (54%)]	Loss: 0.087403, iou: 0.853798
Cross_entropy loss: 0.08740285784006119, mixed_loss : 0.11961577087640762
Train Epoch: 2 [12160/21756 (56%)]	Loss: 0.088988, iou: 0.857721
Cross_entropy loss: 0.08898794651031494, mixed_loss : 0.11880359053611755
Train Epoch: 2 [12480/21756 (57%)]	Loss: 0.088661, iou: 0.849657
Cross_entropy loss: 0.08866069465875626, mixed_loss : 0.11652635037899017
Train Epoch: 2 [12800/21756 (59%)]	Loss: 0.097373, iou: 0.826895
Cross_entropy loss: 0.09737300127744675, mixed_loss : 0.12731780111789703
Train Epoch: 2 [13120/21756 (60%)]	Loss: 0.063304, iou: 0.901675
Cross_entropy loss: 0.06330433487892151, mixed_loss : 0.10854757577180862
Train Epoch: 2 [13440/21756 (62%)]	Loss: 0.097452, iou: 0.844134
Cross_entropy loss: 0.09745196998119354, mixed_loss : 0.1294487863779068
Train Epoch: 2 [13760/21756 (63%)]	Loss: 0.087534, iou: 0.856966
Cross_entropy loss: 0.0875336080789566, mixed_loss : 0.12252990901470184
Train Epoch: 2 [14080/21756 (65%)]	Loss: 0.088333, iou: 0.846337
Cross_entropy loss: 0.08833268284797668, mixed_loss : 0.1256081610918045
Train Epoch: 2 [14400/21756 (66%)]	Loss: 0.077263, iou: 0.870443
Cross_entropy loss: 0.0772627741098404, mixed_loss : 0.10903005301952362
Train Epoch: 2 [14720/21756 (68%)]	Loss: 0.076886, iou: 0.865660
Cross_entropy loss: 0.07688600569963455, mixed_loss : 0.1091306284070015
Train Epoch: 2 [15040/21756 (69%)]	Loss: 0.073216, iou: 0.880617
Cross_entropy loss: 0.0732157900929451, mixed_loss : 0.11089158058166504
Train Epoch: 2 [15360/21756 (71%)]	Loss: 0.092383, iou: 0.852318
Cross_entropy loss: 0.0923825204372406, mixed_loss : 0.1452457457780838
Train Epoch: 2 [15680/21756 (72%)]	Loss: 0.098072, iou: 0.851008
Cross_entropy loss: 0.09807208180427551, mixed_loss : 0.14578621089458466
Train Epoch: 2 [16000/21756 (74%)]	Loss: 0.096485, iou: 0.836672
Cross_entropy loss: 0.09648481756448746, mixed_loss : 0.15449754893779755
Train Epoch: 2 [16320/21756 (75%)]	Loss: 0.101621, iou: 0.827276
Cross_entropy loss: 0.10162109136581421, mixed_loss : 0.15657493472099304
Train Epoch: 2 [16640/21756 (76%)]	Loss: 0.068320, iou: 0.893618
Cross_entropy loss: 0.068320132791996, mixed_loss : 0.1126326471567154
Train Epoch: 2 [16960/21756 (78%)]	Loss: 0.087324, iou: 0.866549
Cross_entropy loss: 0.08732388913631439, mixed_loss : 0.11993138492107391
Train Epoch: 2 [17280/21756 (79%)]	Loss: 0.078637, iou: 0.880692
Cross_entropy loss: 0.07863692939281464, mixed_loss : 0.11336929351091385
Train Epoch: 2 [17600/21756 (81%)]	Loss: 0.063205, iou: 0.897544
Cross_entropy loss: 0.06320501118898392, mixed_loss : 0.1057678759098053
Train Epoch: 2 [17920/21756 (82%)]	Loss: 0.057796, iou: 0.909284
Cross_entropy loss: 0.05779649689793587, mixed_loss : 0.08990820497274399
Train Epoch: 2 [18240/21756 (84%)]	Loss: 0.078938, iou: 0.869146
Cross_entropy loss: 0.07893829792737961, mixed_loss : 0.1100652664899826
Train Epoch: 2 [18560/21756 (85%)]	Loss: 0.080333, iou: 0.873580
Cross_entropy loss: 0.08033270388841629, mixed_loss : 0.10970375686883926
Train Epoch: 2 [18880/21756 (87%)]	Loss: 0.065399, iou: 0.891133
Cross_entropy loss: 0.0653989315032959, mixed_loss : 0.090639129281044
Train Epoch: 2 [19200/21756 (88%)]	Loss: 0.067503, iou: 0.886735
Cross_entropy loss: 0.06750331819057465, mixed_loss : 0.09644363075494766
Train Epoch: 2 [19520/21756 (90%)]	Loss: 0.065090, iou: 0.900667
Cross_entropy loss: 0.0650903731584549, mixed_loss : 0.09122972935438156
Train Epoch: 2 [19840/21756 (91%)]	Loss: 0.088654, iou: 0.849390
Cross_entropy loss: 0.08865445852279663, mixed_loss : 0.12657853960990906
Train Epoch: 2 [20160/21756 (93%)]	Loss: 0.086563, iou: 0.863628
Cross_entropy loss: 0.08656293153762817, mixed_loss : 0.12915195524692535
Train Epoch: 2 [20480/21756 (94%)]	Loss: 0.104513, iou: 0.834480
Cross_entropy loss: 0.10451332479715347, mixed_loss : 0.14677883684635162
Train Epoch: 2 [20800/21756 (96%)]	Loss: 0.065099, iou: 0.899323
Cross_entropy loss: 0.06509888172149658, mixed_loss : 0.10945479571819305
Train Epoch: 2 [21120/21756 (97%)]	Loss: 0.087614, iou: 0.856510
Cross_entropy loss: 0.0876142680644989, mixed_loss : 0.1276937872171402
Train Epoch: 2 [21440/21756 (99%)]	Loss: 0.074381, iou: 0.883898
Cross_entropy loss: 0.0743812620639801, mixed_loss : 0.11041228473186493
train: iou: 0.860645, bce: 0.032646, dice: 0.139355, loss: 0.086001
Validation: [0/2417 (0%)]	Loss: 0.074934, iou: 0.880645
Validation: [640/2417 (26%)]	Loss: 0.067747, iou: 0.895198
Validation: [1280/2417 (53%)]	Loss: 0.081235, iou: 0.863244
Validation: [1920/2417 (79%)]	Loss: 0.079746, iou: 0.865595
val: iou: 0.878939, bce: 0.029305, dice: 0.121061, loss: 0.075183

Get a new best test iou:0.88
Save new ADMM trained model!!
Condition 1
[0]
Condition 2
[1]

epoch:  3
k = 3
condition not satisfied
condition not satisfied
Train Epoch: 3 [0/21756 (0%)]	Loss: 0.070960, iou: 0.884888
Cross_entropy loss: 0.07096043974161148, mixed_loss : 0.08952891081571579
Train Epoch: 3 [320/21756 (1%)]	Loss: 0.101065, iou: 0.824447
Cross_entropy loss: 0.10106530785560608, mixed_loss : 0.15301115810871124
Train Epoch: 3 [640/21756 (3%)]	Loss: 0.088334, iou: 0.863441
Cross_entropy loss: 0.08833366632461548, mixed_loss : 0.19880178570747375
Train Epoch: 3 [960/21756 (4%)]	Loss: 0.090204, iou: 0.861379
Cross_entropy loss: 0.09020397812128067, mixed_loss : 0.17738263309001923
Train Epoch: 3 [1280/21756 (6%)]	Loss: 0.070581, iou: 0.888669
Cross_entropy loss: 0.07058088481426239, mixed_loss : 0.15225212275981903
Train Epoch: 3 [1600/21756 (7%)]	Loss: 0.075517, iou: 0.885686
Cross_entropy loss: 0.07551741600036621, mixed_loss : 0.15202532708644867
Train Epoch: 3 [1920/21756 (9%)]	Loss: 0.095260, iou: 0.844532
Cross_entropy loss: 0.09525994211435318, mixed_loss : 0.15728488564491272
Train Epoch: 3 [2240/21756 (10%)]	Loss: 0.103781, iou: 0.829740
Cross_entropy loss: 0.10378070175647736, mixed_loss : 0.14691534638404846
Train Epoch: 3 [2560/21756 (12%)]	Loss: 0.138181, iou: 0.788188
Cross_entropy loss: 0.13818100094795227, mixed_loss : 0.19788289070129395
Train Epoch: 3 [2880/21756 (13%)]	Loss: 0.116304, iou: 0.833243
Cross_entropy loss: 0.1163044199347496, mixed_loss : 0.16670136153697968
Train Epoch: 3 [3200/21756 (15%)]	Loss: 0.097124, iou: 0.854303
Cross_entropy loss: 0.09712391346693039, mixed_loss : 0.1547251045703888
Train Epoch: 3 [3520/21756 (16%)]	Loss: 0.092691, iou: 0.851075
Cross_entropy loss: 0.09269095957279205, mixed_loss : 0.16071951389312744
Train Epoch: 3 [3840/21756 (18%)]	Loss: 0.073012, iou: 0.882251
Cross_entropy loss: 0.07301191240549088, mixed_loss : 0.13725057244300842
Train Epoch: 3 [4160/21756 (19%)]	Loss: 0.096759, iou: 0.846667
Cross_entropy loss: 0.09675905853509903, mixed_loss : 0.13891646265983582
Train Epoch: 3 [4480/21756 (21%)]	Loss: 0.069518, iou: 0.887637
Cross_entropy loss: 0.0695175752043724, mixed_loss : 0.10158900171518326
Train Epoch: 3 [4800/21756 (22%)]	Loss: 0.067356, iou: 0.893506
Cross_entropy loss: 0.0673561543226242, mixed_loss : 0.09462179243564606
Train Epoch: 3 [5120/21756 (24%)]	Loss: 0.069264, iou: 0.893213
Cross_entropy loss: 0.06926439702510834, mixed_loss : 0.09418540447950363
Train Epoch: 3 [5440/21756 (25%)]	Loss: 0.061492, iou: 0.902662
Cross_entropy loss: 0.061491817235946655, mixed_loss : 0.08397950232028961
Train Epoch: 3 [5760/21756 (26%)]	Loss: 0.096000, iou: 0.842464
Cross_entropy loss: 0.09599950164556503, mixed_loss : 0.12236340343952179
Train Epoch: 3 [6080/21756 (28%)]	Loss: 0.089375, iou: 0.848887
Cross_entropy loss: 0.08937479555606842, mixed_loss : 0.11407618969678879
Train Epoch: 3 [6400/21756 (29%)]	Loss: 0.064963, iou: 0.893501
Cross_entropy loss: 0.0649629607796669, mixed_loss : 0.0898916944861412
Train Epoch: 3 [6720/21756 (31%)]	Loss: 0.081929, iou: 0.871253
Cross_entropy loss: 0.0819292739033699, mixed_loss : 0.10990536212921143
Train Epoch: 3 [7040/21756 (32%)]	Loss: 0.082849, iou: 0.870856
Cross_entropy loss: 0.08284880965948105, mixed_loss : 0.10974046587944031
