
Namespace(M=300, admm_epoch=1, admm_train=True, admm_train_epochs=80, batch_size=32, data_view='frontback', dims=256, ext='0.99_tmp7', initial_s=0.01, load_model_name='ResNetUNet_best.pt', log_interval=10, lr=0.001, lr_scheduler='cosine', masked_retrain=False, model='ResNetUNet', num_classes=1, optimization='savlr', optimizer='adam', prun_config_file='config_ResNetUNet_0.99', r=0.1, retrain_epochs=10, rho=0.1, rho_num=1, save_dir='./ckpt/best_1', sparsity_type='irregular', test_batch_size=64, val_inter=1, verbose=False)

Arch name is ResNetUNet
!!!!!!!!!!!! ./ckpt/best_1/frontback_ResNetUNet_best.pt
Pretrained model loaded!
Validation: [0/2821 (0%)]	Loss: 0.019503, iou: 0.969403
Cross_entropy loss: 0.07763513177633286, mixed_loss : 1584.3839111328125
Train Epoch: 1 [11200/25390 (44%)]	Loss: 0.097385, iou: 0.838849
Cross_entropy loss: 0.09738534688949585, mixed_loss : 1461.64697265625
Train Epoch: 1 [11520/25390 (45%)]	Loss: 0.087848, iou: 0.872152
Cross_entropy loss: 0.08784817159175873, mixed_loss : 1348.1029052734375
Train Epoch: 1 [11840/25390 (47%)]	Loss: 0.102310, iou: 0.858801
Cross_entropy loss: 0.10230955481529236, mixed_loss : 1243.1055908203125
Train Epoch: 1 [12160/25390 (48%)]	Loss: 0.130426, iou: 0.791087
Cross_entropy loss: 0.1304258108139038, mixed_loss : 1146.0391845703125
Train Epoch: 1 [12480/25390 (49%)]	Loss: 0.123349, iou: 0.798765
Cross_entropy loss: 0.12334927916526794, mixed_loss : 1056.2734375
Train Epoch: 1 [12800/25390 (50%)]	Loss: 0.132662, iou: 0.786256
Cross_entropy loss: 0.13266240060329437, mixed_loss : 973.299072265625
Train Epoch: 1 [13120/25390 (52%)]	Loss: 0.108664, iou: 0.833425
Cross_entropy loss: 0.10866408795118332, mixed_loss : 896.579833984375
Train Epoch: 1 [13440/25390 (53%)]	Loss: 0.140343, iou: 0.769139
Cross_entropy loss: 0.14034295082092285, mixed_loss : 825.7555541992188
Train Epoch: 1 [13760/25390 (54%)]	Loss: 0.140809, iou: 0.789355
Cross_entropy loss: 0.14080917835235596, mixed_loss : 760.2958984375
Train Epoch: 1 [14080/25390 (55%)]	Loss: 0.133574, iou: 0.781350
Cross_entropy loss: 0.1335737705230713, mixed_loss : 699.8126220703125
Train Epoch: 1 [14400/25390 (57%)]	Loss: 0.132614, iou: 0.807225
Cross_entropy loss: 0.1326141655445099, mixed_loss : 643.974365234375
Train Epoch: 1 [14720/25390 (58%)]	Loss: 0.139916, iou: 0.779153
Cross_entropy loss: 0.13991571962833405, mixed_loss : 592.4550170898438
Train Epoch: 1 [15040/25390 (59%)]	Loss: 0.121977, iou: 0.814583
Cross_entropy loss: 0.1219768226146698, mixed_loss : 544.8482055664062
Train Epoch: 1 [15360/25390 (60%)]	Loss: 0.137246, iou: 0.786204
Cross_entropy loss: 0.13724596798419952, mixed_loss : 500.9815673828125
Train Epoch: 1 [15680/25390 (62%)]	Loss: 0.144776, iou: 0.771699
Cross_entropy loss: 0.14477604627609253, mixed_loss : 460.4853210449219
Train Epoch: 1 [16000/25390 (63%)]	Loss: 0.149835, iou: 0.763493
Cross_entropy loss: 0.14983537793159485, mixed_loss : 423.12554931640625
Train Epoch: 1 [16320/25390 (64%)]	Loss: 0.182454, iou: 0.711028
Cross_entropy loss: 0.18245430290699005, mixed_loss : 388.722900390625
Train Epoch: 1 [16640/25390 (65%)]	Loss: 0.155023, iou: 0.768145
Cross_entropy loss: 0.15502288937568665, mixed_loss : 356.9771423339844
Train Epoch: 1 [16960/25390 (67%)]	Loss: 0.148004, iou: 0.757717
Cross_entropy loss: 0.14800424873828888, mixed_loss : 327.7254638671875
Train Epoch: 1 [17280/25390 (68%)]	Loss: 0.167543, iou: 0.773595
Cross_entropy loss: 0.16754329204559326, mixed_loss : 300.7859802246094
Train Epoch: 1 [17600/25390 (69%)]	Loss: 0.178102, iou: 0.722218
Cross_entropy loss: 0.17810197174549103, mixed_loss : 276.014892578125
Train Epoch: 1 [17920/25390 (71%)]	Loss: 0.153406, iou: 0.807655
Cross_entropy loss: 0.1534060686826706, mixed_loss : 253.20921325683594
Train Epoch: 1 [18240/25390 (72%)]	Loss: 0.161922, iou: 0.737257
Cross_entropy loss: 0.16192223131656647, mixed_loss : 232.19749450683594
Train Epoch: 1 [18560/25390 (73%)]	Loss: 0.176691, iou: 0.724624
Cross_entropy loss: 0.17669081687927246, mixed_loss : 212.8099822998047
Train Epoch: 1 [18880/25390 (74%)]	Loss: 0.191025, iou: 0.692822
Cross_entropy loss: 0.19102460145950317, mixed_loss : 195.08660888671875
Train Epoch: 1 [19200/25390 (76%)]	Loss: 0.189815, iou: 0.695403
Cross_entropy loss: 0.18981494009494781, mixed_loss : 178.7306365966797
Train Epoch: 1 [19520/25390 (77%)]	Loss: 0.145395, iou: 0.791621
Cross_entropy loss: 0.14539499580860138, mixed_loss : 163.62242126464844
Train Epoch: 1 [19840/25390 (78%)]	Loss: 0.194682, iou: 0.721115
Cross_entropy loss: 0.1946820467710495, mixed_loss : 149.83676147460938
Train Epoch: 1 [20160/25390 (79%)]	Loss: 0.224213, iou: 0.657897
Cross_entropy loss: 0.22421279549598694, mixed_loss : 137.1816864013672
Train Epoch: 1 [20480/25390 (81%)]	Loss: 0.235668, iou: 0.716113
Cross_entropy loss: 0.23566831648349762, mixed_loss : 125.52301788330078
Train Epoch: 1 [20800/25390 (82%)]	Loss: 0.208165, iou: 0.697786
Cross_entropy loss: 0.2081649899482727, mixed_loss : 115.01007080078125
Train Epoch: 1 [21120/25390 (83%)]	Loss: 0.233353, iou: 0.637397
Cross_entropy loss: 0.23335322737693787, mixed_loss : 105.2253189086914
Train Epoch: 1 [21440/25390 (84%)]	Loss: 0.229552, iou: 0.637744
Cross_entropy loss: 0.2295524626970291, mixed_loss : 96.11629486083984
Train Epoch: 1 [21760/25390 (86%)]	Loss: 0.249700, iou: 0.633733
Cross_entropy loss: 0.24970009922981262, mixed_loss : 87.83452606201172
Train Epoch: 1 [22080/25390 (87%)]	Loss: 0.194761, iou: 0.720529
Cross_entropy loss: 0.19476112723350525, mixed_loss : 80.2214126586914
Train Epoch: 1 [22400/25390 (88%)]	Loss: 0.187200, iou: 0.726005
Cross_entropy loss: 0.18719956278800964, mixed_loss : 73.18701934814453
Train Epoch: 1 [22720/25390 (89%)]	Loss: 0.189187, iou: 0.709548
Cross_entropy loss: 0.18918684124946594, mixed_loss : 66.8045425415039
Train Epoch: 1 [23040/25390 (91%)]	Loss: 0.240321, iou: 0.630273
Cross_entropy loss: 0.24032145738601685, mixed_loss : 61.08247756958008
Train Epoch: 1 [23360/25390 (92%)]	Loss: 0.256773, iou: 0.575612
Cross_entropy loss: 0.2567727565765381, mixed_loss : 55.91147994995117
Train Epoch: 1 [23680/25390 (93%)]	Loss: 0.211512, iou: 0.683032
Cross_entropy loss: 0.21151190996170044, mixed_loss : 51.108917236328125
Train Epoch: 1 [24000/25390 (94%)]	Loss: 0.224582, iou: 0.650204
Cross_entropy loss: 0.2245820164680481, mixed_loss : 46.580726623535156
Train Epoch: 1 [24320/25390 (96%)]	Loss: 0.262111, iou: 0.587607
Cross_entropy loss: 0.26211079955101013, mixed_loss : 42.44148254394531
Train Epoch: 1 [24640/25390 (97%)]	Loss: 0.224439, iou: 0.627027
Cross_entropy loss: 0.22443881630897522, mixed_loss : 38.59511947631836
Train Epoch: 1 [24960/25390 (98%)]	Loss: 0.220766, iou: 0.645683
Cross_entropy loss: 0.22076573967933655, mixed_loss : 35.28990173339844
Train Epoch: 1 [25280/25390 (99%)]	Loss: 0.261650, iou: 0.598529
Cross_entropy loss: 0.26164981722831726, mixed_loss : 32.224552154541016
train: iou: 0.804222, bce: 0.060238, dice: 0.195778, loss: 0.128008
Validation: [0/2821 (0%)]	Loss: 0.216939, iou: 0.681988
Validation: [640/2821 (22%)]	Loss: 0.231091, iou: 0.653086
Validation: [1280/2821 (44%)]	Loss: 0.272955, iou: 0.596801
Validation: [1920/2821 (67%)]	Loss: 0.213966, iou: 0.686798
Validation: [2560/2821 (89%)]	Loss: 0.210461, iou: 0.692499
val: iou: 0.671429, bce: 0.135461, dice: 0.328571, loss: 0.232016
Condition 1
[]
Condition 2
[]
Current epoch: 1; current test iou: 0.6714; best test iou: 0.0000 at epoch 1


epoch:  2
k = 1
condition not satisfied
condition satisfied
k = 2
savlr s:
0.00649237857165043
Train Epoch: 2 [0/25390 (0%)]	Loss: 0.244138, iou: 0.664504
Cross_entropy loss: 0.2441382110118866, mixed_loss : 42.132869720458984
Train Epoch: 2 [320/25390 (1%)]	Loss: 0.202590, iou: 0.724190
Cross_entropy loss: 0.20258983969688416, mixed_loss : 38.24895095825195
Train Epoch: 2 [640/25390 (3%)]	Loss: 0.330796, iou: 0.538339
Cross_entropy loss: 0.3307960629463196, mixed_loss : 34.50138854980469
Train Epoch: 2 [960/25390 (4%)]	Loss: 0.218839, iou: 0.655878
Cross_entropy loss: 0.21883878111839294, mixed_loss : 30.927255630493164
Train Epoch: 2 [1280/25390 (5%)]	Loss: 0.241830, iou: 0.624930
Cross_entropy loss: 0.24182960391044617, mixed_loss : 27.856996536254883
Train Epoch: 2 [1600/25390 (6%)]	Loss: 0.226891, iou: 0.653438
Cross_entropy loss: 0.2268906533718109, mixed_loss : 24.929561614990234
Train Epoch: 2 [1920/25390 (8%)]	Loss: 0.209220, iou: 0.687325
Cross_entropy loss: 0.2092200666666031, mixed_loss : 22.285036087036133
Train Epoch: 2 [2240/25390 (9%)]	Loss: 0.198714, iou: 0.711339
Cross_entropy loss: 0.19871404767036438, mixed_loss : 19.935129165649414
Train Epoch: 2 [2560/25390 (10%)]	Loss: 0.251564, iou: 0.615067
Cross_entropy loss: 0.25156423449516296, mixed_loss : 17.94956398010254
Train Epoch: 2 [2880/25390 (11%)]	Loss: 0.246595, iou: 0.627225
Cross_entropy loss: 0.24659493565559387, mixed_loss : 16.088729858398438
Train Epoch: 2 [3200/25390 (13%)]	Loss: 0.258967, iou: 0.602098
Cross_entropy loss: 0.2589666545391083, mixed_loss : 14.466570854187012
Train Epoch: 2 [3520/25390 (14%)]	Loss: 0.266135, iou: 0.588335
Cross_entropy loss: 0.26613470911979675, mixed_loss : 13.013850212097168
Train Epoch: 2 [3840/25390 (15%)]	Loss: 0.247806, iou: 0.654628
Cross_entropy loss: 0.24780616164207458, mixed_loss : 11.894134521484375
Train Epoch: 2 [4160/25390 (16%)]	Loss: 0.281785, iou: 0.541307
Cross_entropy loss: 0.2817845940589905, mixed_loss : 10.839349746704102
Train Epoch: 2 [4480/25390 (18%)]	Loss: 0.250905, iou: 0.603697
Cross_entropy loss: 0.25090521574020386, mixed_loss : 9.658373832702637
Train Epoch: 2 [4800/25390 (19%)]	Loss: 0.208450, iou: 0.706110
Cross_entropy loss: 0.2084496021270752, mixed_loss : 8.622467994689941
Train Epoch: 2 [5120/25390 (20%)]	Loss: 0.196550, iou: 0.711909
Cross_entropy loss: 0.1965504139661789, mixed_loss : 7.751883029937744
Train Epoch: 2 [5440/25390 (21%)]	Loss: 0.185212, iou: 0.720344
Cross_entropy loss: 0.18521249294281006, mixed_loss : 7.044433116912842
Train Epoch: 2 [5760/25390 (23%)]	Loss: 0.277725, iou: 0.584449
Cross_entropy loss: 0.27772530913352966, mixed_loss : 6.490945816040039
Train Epoch: 2 [6080/25390 (24%)]	Loss: 0.281158, iou: 0.608428
Cross_entropy loss: 0.28115779161453247, mixed_loss : 5.943610191345215
Train Epoch: 2 [6400/25390 (25%)]	Loss: 0.282299, iou: 0.573267
Cross_entropy loss: 0.282298743724823, mixed_loss : 5.433766841888428
Train Epoch: 2 [6720/25390 (26%)]	Loss: 0.204106, iou: 0.686887
Cross_entropy loss: 0.20410551130771637, mixed_loss : 4.816346645355225
Train Epoch: 2 [7040/25390 (28%)]	Loss: 0.194017, iou: 0.702131
Cross_entropy loss: 0.19401657581329346, mixed_loss : 4.365401744842529
Train Epoch: 2 [7360/25390 (29%)]	Loss: 0.217942, iou: 0.666193
Cross_entropy loss: 0.217942476272583, mixed_loss : 3.989830732345581
Train Epoch: 2 [7680/25390 (30%)]	Loss: 0.270382, iou: 0.612203
Cross_entropy loss: 0.2703821361064911, mixed_loss : 3.7125587463378906
Train Epoch: 2 [8000/25390 (31%)]	Loss: 0.228011, iou: 0.657626
Cross_entropy loss: 0.22801125049591064, mixed_loss : 3.3951468467712402
Train Epoch: 2 [8320/25390 (33%)]	Loss: 0.202610, iou: 0.702081
Cross_entropy loss: 0.20261028409004211, mixed_loss : 3.060892105102539
Train Epoch: 2 [8640/25390 (34%)]	Loss: 0.187026, iou: 0.716041
Cross_entropy loss: 0.1870264708995819, mixed_loss : 2.6715359687805176
Train Epoch: 2 [8960/25390 (35%)]	Loss: 0.268942, iou: 0.598581
Cross_entropy loss: 0.26894208788871765, mixed_loss : 2.5955710411071777
Train Epoch: 2 [9280/25390 (37%)]	Loss: 0.297783, iou: 0.561705
Cross_entropy loss: 0.2977832853794098, mixed_loss : 2.615504264831543
Train Epoch: 2 [9600/25390 (38%)]	Loss: 0.252328, iou: 0.599736
Cross_entropy loss: 0.25232768058776855, mixed_loss : 2.3607442378997803
Train Epoch: 2 [9920/25390 (39%)]	Loss: 0.223749, iou: 0.656266
Cross_entropy loss: 0.22374922037124634, mixed_loss : 2.0599582195281982
Train Epoch: 2 [10240/25390 (40%)]	Loss: 0.214068, iou: 0.675628
Cross_entropy loss: 0.2140682190656662, mixed_loss : 1.8941396474838257
Train Epoch: 2 [10560/25390 (42%)]	Loss: 0.187204, iou: 0.717699
Cross_entropy loss: 0.18720406293869019, mixed_loss : 1.7103265523910522
Train Epoch: 2 [10880/25390 (43%)]	Loss: 0.207601, iou: 0.674146
Cross_entropy loss: 0.2076011300086975, mixed_loss : 1.6140588521957397
Train Epoch: 2 [11200/25390 (44%)]	Loss: 0.203834, iou: 0.693018
Cross_entropy loss: 0.20383447408676147, mixed_loss : 1.5466220378875732
Train Epoch: 2 [11520/25390 (45%)]	Loss: 0.160880, iou: 0.742420
Cross_entropy loss: 0.16087958216667175, mixed_loss : 1.4735609292984009
Train Epoch: 2 [11840/25390 (47%)]	Loss: 0.202608, iou: 0.685308
Cross_entropy loss: 0.20260828733444214, mixed_loss : 1.4575881958007812
Train Epoch: 2 [12160/25390 (48%)]	Loss: 0.244470, iou: 0.590673
Cross_entropy loss: 0.2444697618484497, mixed_loss : 1.3923993110656738
Train Epoch: 2 [12480/25390 (49%)]	Loss: 0.247885, iou: 0.663063
Cross_entropy loss: 0.24788504838943481, mixed_loss : 1.3106240034103394
Train Epoch: 2 [12800/25390 (50%)]	Loss: 0.166509, iou: 0.782877
Cross_entropy loss: 0.1665085256099701, mixed_loss : 1.1970351934432983
Train Epoch: 2 [13120/25390 (52%)]	Loss: 0.190585, iou: 0.698350
Cross_entropy loss: 0.19058461487293243, mixed_loss : 1.1857078075408936
Train Epoch: 2 [13440/25390 (53%)]	Loss: 0.212466, iou: 0.669687
Cross_entropy loss: 0.2124658226966858, mixed_loss : 1.104773998260498
Train Epoch: 2 [13760/25390 (54%)]	Loss: 0.248405, iou: 0.589927
Cross_entropy loss: 0.24840465188026428, mixed_loss : 1.095055341720581
Train Epoch: 2 [14080/25390 (55%)]	Loss: 0.226137, iou: 0.643216
Cross_entropy loss: 0.2261369526386261, mixed_loss : 1.059593915939331
Train Epoch: 2 [14400/25390 (57%)]	Loss: 0.197934, iou: 0.678478
Cross_entropy loss: 0.19793422520160675, mixed_loss : 0.9693673849105835
Train Epoch: 2 [14720/25390 (58%)]	Loss: 0.197893, iou: 0.705990
Cross_entropy loss: 0.19789265096187592, mixed_loss : 0.8658426403999329
Train Epoch: 2 [15040/25390 (59%)]	Loss: 0.209562, iou: 0.676909
Cross_entropy loss: 0.20956236124038696, mixed_loss : 0.8362385630607605
Train Epoch: 2 [15360/25390 (60%)]	Loss: 0.178353, iou: 0.744327
Cross_entropy loss: 0.17835251986980438, mixed_loss : 0.793087363243103
Train Epoch: 2 [15680/25390 (62%)]	Loss: 0.239869, iou: 0.655697
Cross_entropy loss: 0.23986858129501343, mixed_loss : 0.8758803009986877
Train Epoch: 2 [16000/25390 (63%)]	Loss: 0.234264, iou: 0.629262
Cross_entropy loss: 0.23426386713981628, mixed_loss : 0.9060235619544983
Train Epoch: 2 [16320/25390 (64%)]	Loss: 0.199980, iou: 0.699536
Cross_entropy loss: 0.19997969269752502, mixed_loss : 0.8833016157150269
Train Epoch: 2 [16640/25390 (65%)]	Loss: 0.233898, iou: 0.680455
Cross_entropy loss: 0.23389819264411926, mixed_loss : 0.8399469256401062
Train Epoch: 2 [16960/25390 (67%)]	Loss: 0.236480, iou: 0.645443
Cross_entropy loss: 0.2364800125360489, mixed_loss : 0.8094319701194763
Train Epoch: 2 [17280/25390 (68%)]	Loss: 0.267431, iou: 0.621025
Cross_entropy loss: 0.2674310803413391, mixed_loss : 0.7575764656066895
Train Epoch: 2 [17600/25390 (69%)]	Loss: 0.176496, iou: 0.729330
Cross_entropy loss: 0.17649604380130768, mixed_loss : 0.6086423993110657
Train Epoch: 2 [17920/25390 (71%)]	Loss: 0.194747, iou: 0.698863
Cross_entropy loss: 0.19474732875823975, mixed_loss : 0.5849257707595825
Train Epoch: 2 [18240/25390 (72%)]	Loss: 0.184899, iou: 0.736846
Cross_entropy loss: 0.184899240732193, mixed_loss : 0.5869788527488708
Train Epoch: 2 [18560/25390 (73%)]	Loss: 0.217567, iou: 0.648491
Cross_entropy loss: 0.217566579580307, mixed_loss : 0.681675136089325
Train Epoch: 2 [18880/25390 (74%)]	Loss: 0.196185, iou: 0.714699
Cross_entropy loss: 0.19618478417396545, mixed_loss : 0.6591657400131226
Train Epoch: 2 [19200/25390 (76%)]	Loss: 0.259538, iou: 0.596117
Cross_entropy loss: 0.2595377564430237, mixed_loss : 0.8363731503486633
Train Epoch: 2 [19520/25390 (77%)]	Loss: 0.176049, iou: 0.728410
Cross_entropy loss: 0.17604932188987732, mixed_loss : 0.7088673710823059
Train Epoch: 2 [19840/25390 (78%)]	Loss: 0.234932, iou: 0.635129
Cross_entropy loss: 0.23493187129497528, mixed_loss : 0.6718575358390808
Train Epoch: 2 [20160/25390 (79%)]	Loss: 0.194070, iou: 0.698654
Cross_entropy loss: 0.1940695196390152, mixed_loss : 0.6263390183448792
Train Epoch: 2 [20480/25390 (81%)]	Loss: 0.322160, iou: 0.557623
Cross_entropy loss: 0.3221602141857147, mixed_loss : 0.7109494209289551
Train Epoch: 2 [20800/25390 (82%)]	Loss: 0.228527, iou: 0.666014
Cross_entropy loss: 0.22852706909179688, mixed_loss : 0.6466665863990784
Train Epoch: 2 [21120/25390 (83%)]	Loss: 0.291376, iou: 0.534329
Cross_entropy loss: 0.291375994682312, mixed_loss : 0.6861917972564697
Train Epoch: 2 [21440/25390 (84%)]	Loss: 0.204116, iou: 0.688359
Cross_entropy loss: 0.20411637425422668, mixed_loss : 0.556695282459259
Train Epoch: 2 [21760/25390 (86%)]	Loss: 0.263985, iou: 0.602453
Cross_entropy loss: 0.263985276222229, mixed_loss : 0.6253912448883057
Train Epoch: 2 [22080/25390 (87%)]	Loss: 0.223254, iou: 0.640123
Cross_entropy loss: 0.22325393557548523, mixed_loss : 0.5636332631111145
Train Epoch: 2 [22400/25390 (88%)]	Loss: 0.207241, iou: 0.672876
Cross_entropy loss: 0.20724105834960938, mixed_loss : 0.5016182065010071
Train Epoch: 2 [22720/25390 (89%)]	Loss: 0.175775, iou: 0.712001
Cross_entropy loss: 0.17577508091926575, mixed_loss : 0.4952532649040222
Train Epoch: 2 [23040/25390 (91%)]	Loss: 0.267709, iou: 0.576486
Cross_entropy loss: 0.26770901679992676, mixed_loss : 0.6317253708839417
Train Epoch: 2 [23360/25390 (92%)]	Loss: 0.230710, iou: 0.642623
Cross_entropy loss: 0.23070955276489258, mixed_loss : 0.6149242520332336
Train Epoch: 2 [23680/25390 (93%)]	Loss: 0.224153, iou: 0.649284
Cross_entropy loss: 0.22415266931056976, mixed_loss : 0.6055766344070435
Train Epoch: 2 [24000/25390 (94%)]	Loss: 0.174427, iou: 0.738662
Cross_entropy loss: 0.17442730069160461, mixed_loss : 0.5451180934906006
Train Epoch: 2 [24320/25390 (96%)]	Loss: 0.236496, iou: 0.656847
Cross_entropy loss: 0.2364957630634308, mixed_loss : 0.6030566096305847
Train Epoch: 2 [24640/25390 (97%)]	Loss: 0.193879, iou: 0.720208
Cross_entropy loss: 0.19387900829315186, mixed_loss : 0.5100453495979309
Train Epoch: 2 [24960/25390 (98%)]	Loss: 0.186603, iou: 0.712459
Cross_entropy loss: 0.18660323321819305, mixed_loss : 0.4431493580341339
Train Epoch: 2 [25280/25390 (99%)]	Loss: 0.195958, iou: 0.715978
Cross_entropy loss: 0.19595760107040405, mixed_loss : 0.465453565120697
train: iou: 0.664808, bce: 0.107986, dice: 0.335192, loss: 0.221589
Validation: [0/2821 (0%)]	Loss: 0.184559, iou: 0.713027
Validation: [640/2821 (22%)]	Loss: 0.186158, iou: 0.705205
Validation: [1280/2821 (44%)]	Loss: 0.221911, iou: 0.649605
Validation: [1920/2821 (67%)]	Loss: 0.180699, iou: 0.717751
