
Namespace(M=300, admm_epoch=1, admm_train=True, admm_train_epochs=80, batch_size=32, data_view='updown', dims=256, ext='0.5_tmp7', initial_s=0.01, load_model_name='ResNetUNet_best.pt', log_interval=10, lr=0.001, lr_scheduler='cosine', masked_retrain=False, model='ResNetUNet', num_classes=1, optimization='savlr', optimizer='adam', prun_config_file='config_ResNetUNet_0.5', r=0.1, retrain_epochs=10, rho=0.1, rho_num=1, save_dir='./ckpt/best_1', sparsity_type='irregular', test_batch_size=64, val_inter=1, verbose=False)

Arch name is ResNetUNet
!!!!!!!!!!!! ./ckpt/best_1/updown_ResNetUNet_best.pt
Pretrained model loaded!
Validation: [0/2417 (0%)]	Loss: 0.011607, iou: 0.981698
Cross_entropy loss: 0.01405213214457035, mixed_loss : 0.017419924959540367
Train Epoch: 1 [11840/21756 (54%)]	Loss: 0.019557, iou: 0.968365
Cross_entropy loss: 0.01955733820796013, mixed_loss : 0.022710412740707397
Train Epoch: 1 [12160/21756 (56%)]	Loss: 0.015863, iou: 0.975717
Cross_entropy loss: 0.01586334966123104, mixed_loss : 0.019031496718525887
Train Epoch: 1 [12480/21756 (57%)]	Loss: 0.017051, iou: 0.973161
Cross_entropy loss: 0.017050888389348984, mixed_loss : 0.019614264369010925
Train Epoch: 1 [12800/21756 (59%)]	Loss: 0.015128, iou: 0.977581
Cross_entropy loss: 0.015128270722925663, mixed_loss : 0.01726296730339527
Train Epoch: 1 [13120/21756 (60%)]	Loss: 0.014884, iou: 0.976205
Cross_entropy loss: 0.0148835564032197, mixed_loss : 0.017939528450369835
Train Epoch: 1 [13440/21756 (62%)]	Loss: 0.015012, iou: 0.975410
Cross_entropy loss: 0.015012090094387531, mixed_loss : 0.018172483891248703
Train Epoch: 1 [13760/21756 (63%)]	Loss: 0.018896, iou: 0.971942
Cross_entropy loss: 0.01889631524682045, mixed_loss : 0.02135922573506832
Train Epoch: 1 [14080/21756 (65%)]	Loss: 0.017134, iou: 0.972610
Cross_entropy loss: 0.017133679240942, mixed_loss : 0.019342534244060516
Train Epoch: 1 [14400/21756 (66%)]	Loss: 0.023543, iou: 0.960740
Cross_entropy loss: 0.023543208837509155, mixed_loss : 0.027610991150140762
Train Epoch: 1 [14720/21756 (68%)]	Loss: 0.017431, iou: 0.971408
Cross_entropy loss: 0.0174314733594656, mixed_loss : 0.022106973454356194
Train Epoch: 1 [15040/21756 (69%)]	Loss: 0.017491, iou: 0.972360
Cross_entropy loss: 0.017491057515144348, mixed_loss : 0.020628351718187332
Train Epoch: 1 [15360/21756 (71%)]	Loss: 0.022287, iou: 0.964710
Cross_entropy loss: 0.022286895662546158, mixed_loss : 0.02493050880730152
Train Epoch: 1 [15680/21756 (72%)]	Loss: 0.016223, iou: 0.974589
Cross_entropy loss: 0.016222726553678513, mixed_loss : 0.018786147236824036
Train Epoch: 1 [16000/21756 (74%)]	Loss: 0.013351, iou: 0.979758
Cross_entropy loss: 0.013351141475141048, mixed_loss : 0.01602516882121563
Train Epoch: 1 [16320/21756 (75%)]	Loss: 0.013189, iou: 0.979480
Cross_entropy loss: 0.013189215213060379, mixed_loss : 0.015050898306071758
Train Epoch: 1 [16640/21756 (76%)]	Loss: 0.014727, iou: 0.977613
Cross_entropy loss: 0.014726589433848858, mixed_loss : 0.01691502518951893
Train Epoch: 1 [16960/21756 (78%)]	Loss: 0.018675, iou: 0.970994
Cross_entropy loss: 0.018675366416573524, mixed_loss : 0.021001601591706276
Train Epoch: 1 [17280/21756 (79%)]	Loss: 0.017182, iou: 0.972631
Cross_entropy loss: 0.01718221791088581, mixed_loss : 0.020895496010780334
Train Epoch: 1 [17600/21756 (81%)]	Loss: 0.018053, iou: 0.970573
Cross_entropy loss: 0.018052775412797928, mixed_loss : 0.02063179947435856
Train Epoch: 1 [17920/21756 (82%)]	Loss: 0.019911, iou: 0.969267
Cross_entropy loss: 0.019910946488380432, mixed_loss : 0.02291969768702984
Train Epoch: 1 [18240/21756 (84%)]	Loss: 0.015429, iou: 0.976046
Cross_entropy loss: 0.015429135411977768, mixed_loss : 0.01922251656651497
Train Epoch: 1 [18560/21756 (85%)]	Loss: 0.017744, iou: 0.971547
Cross_entropy loss: 0.017744116485118866, mixed_loss : 0.021399980410933495
Train Epoch: 1 [18880/21756 (87%)]	Loss: 0.013461, iou: 0.979243
Cross_entropy loss: 0.013460866175591946, mixed_loss : 0.018028391525149345
Train Epoch: 1 [19200/21756 (88%)]	Loss: 0.016601, iou: 0.974361
Cross_entropy loss: 0.016601400449872017, mixed_loss : 0.01950344257056713
Train Epoch: 1 [19520/21756 (90%)]	Loss: 0.015517, iou: 0.975828
Cross_entropy loss: 0.015517364256083965, mixed_loss : 0.017824606969952583
Train Epoch: 1 [19840/21756 (91%)]	Loss: 0.012850, iou: 0.980559
Cross_entropy loss: 0.012849867343902588, mixed_loss : 0.014807461760938168
Train Epoch: 1 [20160/21756 (93%)]	Loss: 0.016639, iou: 0.971850
Cross_entropy loss: 0.016638945788145065, mixed_loss : 0.018707159906625748
Train Epoch: 1 [20480/21756 (94%)]	Loss: 0.014002, iou: 0.978008
Cross_entropy loss: 0.014001697301864624, mixed_loss : 0.017393996939063072
Train Epoch: 1 [20800/21756 (96%)]	Loss: 0.019254, iou: 0.968999
Cross_entropy loss: 0.019254103302955627, mixed_loss : 0.02227678894996643
Train Epoch: 1 [21120/21756 (97%)]	Loss: 0.018934, iou: 0.970737
Cross_entropy loss: 0.018934078514575958, mixed_loss : 0.0219360813498497
Train Epoch: 1 [21440/21756 (99%)]	Loss: 0.022364, iou: 0.962270
Cross_entropy loss: 0.02236410789191723, mixed_loss : 0.02443040907382965
train: iou: 0.973707, bce: 0.006917, dice: 0.026293, loss: 0.016605
Validation: [0/2417 (0%)]	Loss: 0.015286, iou: 0.975748
Validation: [640/2417 (26%)]	Loss: 0.015198, iou: 0.977131
Validation: [1280/2417 (53%)]	Loss: 0.015677, iou: 0.974594
Validation: [1920/2417 (79%)]	Loss: 0.014837, iou: 0.975981
val: iou: 0.975411, bce: 0.006605, dice: 0.024589, loss: 0.015597
Condition 1
[]
Condition 2
[]

epoch:  2
k = 1
condition not satisfied
condition satisfied
k = 2
savlr s:
4.513174674132994e-05
Train Epoch: 2 [0/21756 (0%)]	Loss: 0.014107, iou: 0.976552
Cross_entropy loss: 0.01410702709108591, mixed_loss : 0.014366687275469303
Train Epoch: 2 [320/21756 (1%)]	Loss: 0.017832, iou: 0.972087
Cross_entropy loss: 0.01783166639506817, mixed_loss : 0.0796673521399498
Train Epoch: 2 [640/21756 (3%)]	Loss: 0.017284, iou: 0.973372
Cross_entropy loss: 0.017284240573644638, mixed_loss : 0.03788772225379944
Train Epoch: 2 [960/21756 (4%)]	Loss: 0.015237, iou: 0.976844
Cross_entropy loss: 0.015236549079418182, mixed_loss : 0.027895012870430946
Train Epoch: 2 [1280/21756 (6%)]	Loss: 0.017227, iou: 0.972670
Cross_entropy loss: 0.017227374017238617, mixed_loss : 0.022546151652932167
Train Epoch: 2 [1600/21756 (7%)]	Loss: 0.016632, iou: 0.974857
Cross_entropy loss: 0.016632327809929848, mixed_loss : 0.01941479742527008
Train Epoch: 2 [1920/21756 (9%)]	Loss: 0.015945, iou: 0.974431
Cross_entropy loss: 0.01594473421573639, mixed_loss : 0.019015634432435036
Train Epoch: 2 [2240/21756 (10%)]	Loss: 0.019101, iou: 0.969594
Cross_entropy loss: 0.019100690260529518, mixed_loss : 0.021880967542529106
Train Epoch: 2 [2560/21756 (12%)]	Loss: 0.022794, iou: 0.963656
Cross_entropy loss: 0.022794421762228012, mixed_loss : 0.024846671149134636
Train Epoch: 2 [2880/21756 (13%)]	Loss: 0.014475, iou: 0.977883
Cross_entropy loss: 0.01447503175586462, mixed_loss : 0.01759791560471058
Train Epoch: 2 [3200/21756 (15%)]	Loss: 0.013581, iou: 0.977704
Cross_entropy loss: 0.01358090154826641, mixed_loss : 0.016100183129310608
Train Epoch: 2 [3520/21756 (16%)]	Loss: 0.018613, iou: 0.970347
Cross_entropy loss: 0.018613263964653015, mixed_loss : 0.020911874249577522
Train Epoch: 2 [3840/21756 (18%)]	Loss: 0.013760, iou: 0.978905
Cross_entropy loss: 0.013760421425104141, mixed_loss : 0.019614718854427338
Train Epoch: 2 [4160/21756 (19%)]	Loss: 0.015873, iou: 0.974562
Cross_entropy loss: 0.01587258279323578, mixed_loss : 0.019335798919200897
Train Epoch: 2 [4480/21756 (21%)]	Loss: 0.015897, iou: 0.976017
Cross_entropy loss: 0.015896650031208992, mixed_loss : 0.018255457282066345
Train Epoch: 2 [4800/21756 (22%)]	Loss: 0.018196, iou: 0.970895
Cross_entropy loss: 0.018196169286966324, mixed_loss : 0.02045673318207264
Train Epoch: 2 [5120/21756 (24%)]	Loss: 0.017753, iou: 0.970887
Cross_entropy loss: 0.017753073945641518, mixed_loss : 0.02422894909977913
Train Epoch: 2 [5440/21756 (25%)]	Loss: 0.017974, iou: 0.973845
Cross_entropy loss: 0.017973680049180984, mixed_loss : 0.02217898517847061
Train Epoch: 2 [5760/21756 (26%)]	Loss: 0.015102, iou: 0.976021
Cross_entropy loss: 0.015102241188287735, mixed_loss : 0.018547773361206055
Train Epoch: 2 [6080/21756 (28%)]	Loss: 0.012966, iou: 0.980380
Cross_entropy loss: 0.012966267764568329, mixed_loss : 0.015771351754665375
Train Epoch: 2 [6400/21756 (29%)]	Loss: 0.014138, iou: 0.979585
Cross_entropy loss: 0.014137809164822102, mixed_loss : 0.01621263287961483
Train Epoch: 2 [6720/21756 (31%)]	Loss: 0.015822, iou: 0.976537
Cross_entropy loss: 0.015821700915694237, mixed_loss : 0.017550930380821228
Train Epoch: 2 [7040/21756 (32%)]	Loss: 0.012290, iou: 0.980127
Cross_entropy loss: 0.012289594858884811, mixed_loss : 0.014559592120349407
Train Epoch: 2 [7360/21756 (34%)]	Loss: 0.012828, iou: 0.980147
Cross_entropy loss: 0.012827753089368343, mixed_loss : 0.014549946412444115
Train Epoch: 2 [7680/21756 (35%)]	Loss: 0.014346, iou: 0.976823
Cross_entropy loss: 0.014346295967698097, mixed_loss : 0.015758519992232323
Train Epoch: 2 [8000/21756 (37%)]	Loss: 0.018546, iou: 0.969270
Cross_entropy loss: 0.018545711413025856, mixed_loss : 0.01998952589929104
Train Epoch: 2 [8320/21756 (38%)]	Loss: 0.016217, iou: 0.975323
Cross_entropy loss: 0.016216743737459183, mixed_loss : 0.018535299226641655
Train Epoch: 2 [8640/21756 (40%)]	Loss: 0.018721, iou: 0.967991
Cross_entropy loss: 0.01872105896472931, mixed_loss : 0.020845014601945877
Train Epoch: 2 [8960/21756 (41%)]	Loss: 0.014865, iou: 0.976074
Cross_entropy loss: 0.014864582568407059, mixed_loss : 0.018898405134677887
Train Epoch: 2 [9280/21756 (43%)]	Loss: 0.020991, iou: 0.966812
Cross_entropy loss: 0.02099081128835678, mixed_loss : 0.02387380599975586
Train Epoch: 2 [9600/21756 (44%)]	Loss: 0.014641, iou: 0.977851
Cross_entropy loss: 0.014640936627984047, mixed_loss : 0.018327806144952774
Train Epoch: 2 [9920/21756 (46%)]	Loss: 0.011739, iou: 0.981008
Cross_entropy loss: 0.011739430949091911, mixed_loss : 0.014912695623934269
Train Epoch: 2 [10240/21756 (47%)]	Loss: 0.015030, iou: 0.975786
Cross_entropy loss: 0.015030281618237495, mixed_loss : 0.01840394176542759
Train Epoch: 2 [10560/21756 (49%)]	Loss: 0.014642, iou: 0.975550
Cross_entropy loss: 0.014641842804849148, mixed_loss : 0.017899196594953537
Train Epoch: 2 [10880/21756 (50%)]	Loss: 0.021368, iou: 0.962491
Cross_entropy loss: 0.02136819437146187, mixed_loss : 0.02392335794866085
Train Epoch: 2 [11200/21756 (51%)]	Loss: 0.016130, iou: 0.973882
Cross_entropy loss: 0.01612962782382965, mixed_loss : 0.018279138952493668
Train Epoch: 2 [11520/21756 (53%)]	Loss: 0.022081, iou: 0.964376
Cross_entropy loss: 0.02208053134381771, mixed_loss : 0.024302611127495766
Train Epoch: 2 [11840/21756 (54%)]	Loss: 0.015320, iou: 0.975138
Cross_entropy loss: 0.015320265665650368, mixed_loss : 0.018030984327197075
Train Epoch: 2 [12160/21756 (56%)]	Loss: 0.016375, iou: 0.974450
Cross_entropy loss: 0.016375035047531128, mixed_loss : 0.01850716397166252
Train Epoch: 2 [12480/21756 (57%)]	Loss: 0.012901, iou: 0.979372
Cross_entropy loss: 0.012901202775537968, mixed_loss : 0.01472166832536459
Train Epoch: 2 [12800/21756 (59%)]	Loss: 0.019053, iou: 0.967258
Cross_entropy loss: 0.019053053110837936, mixed_loss : 0.02053890749812126
Train Epoch: 2 [13120/21756 (60%)]	Loss: 0.013222, iou: 0.979785
Cross_entropy loss: 0.01322241872549057, mixed_loss : 0.015078295953571796
Train Epoch: 2 [13440/21756 (62%)]	Loss: 0.025588, iou: 0.958122
Cross_entropy loss: 0.025587841868400574, mixed_loss : 0.027286715805530548
Train Epoch: 2 [13760/21756 (63%)]	Loss: 0.020674, iou: 0.965577
Cross_entropy loss: 0.020674021914601326, mixed_loss : 0.02356402389705181
Train Epoch: 2 [14080/21756 (65%)]	Loss: 0.015192, iou: 0.974251
Cross_entropy loss: 0.015191805548965931, mixed_loss : 0.017343981191515923
Train Epoch: 2 [14400/21756 (66%)]	Loss: 0.015907, iou: 0.974102
Cross_entropy loss: 0.015906937420368195, mixed_loss : 0.017932267859578133
Train Epoch: 2 [14720/21756 (68%)]	Loss: 0.014720, iou: 0.974536
Cross_entropy loss: 0.014720493927598, mixed_loss : 0.01630229689180851
Train Epoch: 2 [15040/21756 (69%)]	Loss: 0.012809, iou: 0.979937
Cross_entropy loss: 0.012809389270842075, mixed_loss : 0.015580469742417336
Train Epoch: 2 [15360/21756 (71%)]	Loss: 0.015510, iou: 0.975957
Cross_entropy loss: 0.015509538352489471, mixed_loss : 0.017446083948016167
Train Epoch: 2 [15680/21756 (72%)]	Loss: 0.015249, iou: 0.976762
Cross_entropy loss: 0.015249248594045639, mixed_loss : 0.017508963122963905
Train Epoch: 2 [16000/21756 (74%)]	Loss: 0.014617, iou: 0.976002
Cross_entropy loss: 0.014616601169109344, mixed_loss : 0.01680612936615944
Train Epoch: 2 [16320/21756 (75%)]	Loss: 0.023388, iou: 0.960471
Cross_entropy loss: 0.02338818460702896, mixed_loss : 0.02534061297774315
Train Epoch: 2 [16640/21756 (76%)]	Loss: 0.014848, iou: 0.976789
Cross_entropy loss: 0.014848250895738602, mixed_loss : 0.016544794663786888
Train Epoch: 2 [16960/21756 (78%)]	Loss: 0.015367, iou: 0.975592
Cross_entropy loss: 0.015367130748927593, mixed_loss : 0.01730760559439659
Train Epoch: 2 [17280/21756 (79%)]	Loss: 0.018074, iou: 0.972982
Cross_entropy loss: 0.01807401143014431, mixed_loss : 0.021226391196250916
Train Epoch: 2 [17600/21756 (81%)]	Loss: 0.015864, iou: 0.974692
Cross_entropy loss: 0.015863589942455292, mixed_loss : 0.019030317664146423
Train Epoch: 2 [17920/21756 (82%)]	Loss: 0.016456, iou: 0.975245
Cross_entropy loss: 0.016456350684165955, mixed_loss : 0.018849054351449013
Train Epoch: 2 [18240/21756 (84%)]	Loss: 0.018096, iou: 0.970834
Cross_entropy loss: 0.018096204847097397, mixed_loss : 0.020741980522871017
Train Epoch: 2 [18560/21756 (85%)]	Loss: 0.015924, iou: 0.974852
Cross_entropy loss: 0.0159237552434206, mixed_loss : 0.018155191093683243
Train Epoch: 2 [18880/21756 (87%)]	Loss: 0.012815, iou: 0.979099
Cross_entropy loss: 0.012815408408641815, mixed_loss : 0.018568705767393112
Train Epoch: 2 [19200/21756 (88%)]	Loss: 0.016022, iou: 0.974230
Cross_entropy loss: 0.01602187193930149, mixed_loss : 0.01926146261394024
Train Epoch: 2 [19520/21756 (90%)]	Loss: 0.014362, iou: 0.978140
Cross_entropy loss: 0.014361871406435966, mixed_loss : 0.016622276976704597
Train Epoch: 2 [19840/21756 (91%)]	Loss: 0.018202, iou: 0.969704
Cross_entropy loss: 0.018202420324087143, mixed_loss : 0.021500803530216217
Train Epoch: 2 [20160/21756 (93%)]	Loss: 0.015386, iou: 0.975834
Cross_entropy loss: 0.015385577455163002, mixed_loss : 0.01824948750436306
Train Epoch: 2 [20480/21756 (94%)]	Loss: 0.022220, iou: 0.963732
Cross_entropy loss: 0.022219814360141754, mixed_loss : 0.024227162823081017
Train Epoch: 2 [20800/21756 (96%)]	Loss: 0.013209, iou: 0.980309
Cross_entropy loss: 0.013209173455834389, mixed_loss : 0.015805820003151894
Train Epoch: 2 [21120/21756 (97%)]	Loss: 0.016440, iou: 0.974128
Cross_entropy loss: 0.01643993705511093, mixed_loss : 0.018622685223817825
Train Epoch: 2 [21440/21756 (99%)]	Loss: 0.016839, iou: 0.975794
Cross_entropy loss: 0.016838902607560158, mixed_loss : 0.0212683267891407
train: iou: 0.973565, bce: 0.006885, dice: 0.026435, loss: 0.016660
Validation: [0/2417 (0%)]	Loss: 0.015248, iou: 0.975753
Validation: [640/2417 (26%)]	Loss: 0.014801, iou: 0.977690
Validation: [1280/2417 (53%)]	Loss: 0.015396, iou: 0.975006
Validation: [1920/2417 (79%)]	Loss: 0.014748, iou: 0.976022
val: iou: 0.975583, bce: 0.006532, dice: 0.024417, loss: 0.015474

Get a new best test iou:0.98
Save new ADMM trained model!!
Condition 1
[0]
Condition 2
[1]

epoch:  3
k = 3
condition not satisfied
condition satisfied
k = 3
savlr s:
4.499945246486265e-05
Train Epoch: 3 [0/21756 (0%)]	Loss: 0.015315, iou: 0.976062
Cross_entropy loss: 0.015315299853682518, mixed_loss : 0.015676800161600113
Train Epoch: 3 [320/21756 (1%)]	Loss: 0.012307, iou: 0.980471
Cross_entropy loss: 0.01230680849403143, mixed_loss : 0.014582715928554535
Train Epoch: 3 [640/21756 (3%)]	Loss: 0.014961, iou: 0.975750
Cross_entropy loss: 0.014960846863687038, mixed_loss : 0.016815727576613426
Train Epoch: 3 [960/21756 (4%)]	Loss: 0.015859, iou: 0.975500
Cross_entropy loss: 0.01585882157087326, mixed_loss : 0.01870041713118553
Train Epoch: 3 [1280/21756 (6%)]	Loss: 0.013195, iou: 0.979511
Cross_entropy loss: 0.0131946736946702, mixed_loss : 0.015773506835103035
Train Epoch: 3 [1600/21756 (7%)]	Loss: 0.016878, iou: 0.974469
Cross_entropy loss: 0.016878191381692886, mixed_loss : 0.019961362704634666
Train Epoch: 3 [1920/21756 (9%)]	Loss: 0.014609, iou: 0.977369
Cross_entropy loss: 0.014608928002417088, mixed_loss : 0.016783040016889572
Train Epoch: 3 [2240/21756 (10%)]	Loss: 0.016094, iou: 0.974556
Cross_entropy loss: 0.016093680635094643, mixed_loss : 0.020214714109897614
Train Epoch: 3 [2560/21756 (12%)]	Loss: 0.021171, iou: 0.967597
Cross_entropy loss: 0.02117139846086502, mixed_loss : 0.023343056440353394
Train Epoch: 3 [2880/21756 (13%)]	Loss: 0.014230, iou: 0.977658
Cross_entropy loss: 0.014229752123355865, mixed_loss : 0.017054619267582893
Train Epoch: 3 [3200/21756 (15%)]	Loss: 0.017460, iou: 0.971755
Cross_entropy loss: 0.017460115253925323, mixed_loss : 0.019990742206573486
Train Epoch: 3 [3520/21756 (16%)]	Loss: 0.015292, iou: 0.976742
Cross_entropy loss: 0.015292424708604813, mixed_loss : 0.01742871105670929
Train Epoch: 3 [3840/21756 (18%)]	Loss: 0.014697, iou: 0.975309
Cross_entropy loss: 0.014696781523525715, mixed_loss : 0.020197467878460884
Train Epoch: 3 [4160/21756 (19%)]	Loss: 0.018526, iou: 0.971043
Cross_entropy loss: 0.018525950610637665, mixed_loss : 0.021870791912078857
Train Epoch: 3 [4480/21756 (21%)]	Loss: 0.015107, iou: 0.976230
Cross_entropy loss: 0.015106777660548687, mixed_loss : 0.01740768924355507
Train Epoch: 3 [4800/21756 (22%)]	Loss: 0.013705, iou: 0.979701
Cross_entropy loss: 0.013705108314752579, mixed_loss : 0.01573088765144348
Train Epoch: 3 [5120/21756 (24%)]	Loss: 0.017249, iou: 0.973696
Cross_entropy loss: 0.017249325290322304, mixed_loss : 0.01886085420846939
Train Epoch: 3 [5440/21756 (25%)]	Loss: 0.014752, iou: 0.976704
Cross_entropy loss: 0.014751877635717392, mixed_loss : 0.016800357028841972
Train Epoch: 3 [5760/21756 (26%)]	Loss: 0.016064, iou: 0.975023
Cross_entropy loss: 0.016064010560512543, mixed_loss : 0.018361516296863556
Train Epoch: 3 [6080/21756 (28%)]	Loss: 0.014024, iou: 0.976997
Cross_entropy loss: 0.014024315401911736, mixed_loss : 0.01632845401763916
Train Epoch: 3 [6400/21756 (29%)]	Loss: 0.015420, iou: 0.976181
Cross_entropy loss: 0.015420135110616684, mixed_loss : 0.017523789778351784
Train Epoch: 3 [6720/21756 (31%)]	Loss: 0.012476, iou: 0.980482
Cross_entropy loss: 0.0124756945297122, mixed_loss : 0.014166414737701416
Train Epoch: 3 [7040/21756 (32%)]	Loss: 0.013735, iou: 0.979396
