
Namespace(M=300, admm_epoch=1, admm_train=True, admm_train_epochs=80, batch_size=32, data_view='leftright', dims=256, ext='0.5_tmp7', initial_s=0.01, load_model_name='ResNetUNet_best.pt', log_interval=10, lr=0.001, lr_scheduler='cosine', masked_retrain=False, model='ResNetUNet', num_classes=1, optimization='savlr', optimizer='adam', prun_config_file='config_ResNetUNet_0.5', r=0.1, retrain_epochs=10, rho=0.1, rho_num=1, save_dir='./ckpt/best_1', sparsity_type='irregular', test_batch_size=64, val_inter=1, verbose=False)

Arch name is ResNetUNet
!!!!!!!!!!!! ./ckpt/best_1/leftright_ResNetUNet_best.pt
Pretrained model loaded!
Validation: [0/3836 (0%)]	Loss: 0.021157, iou: 0.964399
Cross_entropy loss: 0.024541446939110756, mixed_loss : 47.14611053466797
Train Epoch: 1 [5440/34528 (16%)]	Loss: 0.021103, iou: 0.966243
Cross_entropy loss: 0.021102942526340485, mixed_loss : 35.34373092651367
Train Epoch: 1 [5760/34528 (17%)]	Loss: 0.020991, iou: 0.963352
Cross_entropy loss: 0.02099093422293663, mixed_loss : 26.332643508911133
Train Epoch: 1 [6080/34528 (18%)]	Loss: 0.034234, iou: 0.939584
Cross_entropy loss: 0.03423373028635979, mixed_loss : 19.507177352905273
Train Epoch: 1 [6400/34528 (19%)]	Loss: 0.026632, iou: 0.955669
Cross_entropy loss: 0.026632167398929596, mixed_loss : 14.34606647491455
Train Epoch: 1 [6720/34528 (19%)]	Loss: 0.028479, iou: 0.951920
Cross_entropy loss: 0.028478724882006645, mixed_loss : 10.490025520324707
Train Epoch: 1 [7040/34528 (20%)]	Loss: 0.022170, iou: 0.965379
Cross_entropy loss: 0.022170191630721092, mixed_loss : 7.615293025970459
Train Epoch: 1 [7360/34528 (21%)]	Loss: 0.022420, iou: 0.963246
Cross_entropy loss: 0.022420169785618782, mixed_loss : 5.496920108795166
Train Epoch: 1 [7680/34528 (22%)]	Loss: 0.024480, iou: 0.959698
Cross_entropy loss: 0.024480333551764488, mixed_loss : 3.9482409954071045
Train Epoch: 1 [8000/34528 (23%)]	Loss: 0.023601, iou: 0.962682
Cross_entropy loss: 0.023600837215781212, mixed_loss : 2.8148274421691895
Train Epoch: 1 [8320/34528 (24%)]	Loss: 0.020882, iou: 0.966323
Cross_entropy loss: 0.020882494747638702, mixed_loss : 1.9938758611679077
Train Epoch: 1 [8640/34528 (25%)]	Loss: 0.027440, iou: 0.954658
Cross_entropy loss: 0.027439557015895844, mixed_loss : 1.413222312927246
Train Epoch: 1 [8960/34528 (26%)]	Loss: 0.031012, iou: 0.948913
Cross_entropy loss: 0.031012238934636116, mixed_loss : 0.999746561050415
Train Epoch: 1 [9280/34528 (27%)]	Loss: 0.031512, iou: 0.946140
Cross_entropy loss: 0.0315115861594677, mixed_loss : 0.704034686088562
Train Epoch: 1 [9600/34528 (28%)]	Loss: 0.020684, iou: 0.967731
Cross_entropy loss: 0.020684311166405678, mixed_loss : 0.4849104881286621
Train Epoch: 1 [9920/34528 (29%)]	Loss: 0.029899, iou: 0.949830
Cross_entropy loss: 0.0298989936709404, mixed_loss : 0.34709349274635315
Train Epoch: 1 [10240/34528 (30%)]	Loss: 0.034689, iou: 0.940248
Cross_entropy loss: 0.034689243882894516, mixed_loss : 0.2587522864341736
Train Epoch: 1 [10560/34528 (31%)]	Loss: 0.023908, iou: 0.959647
Cross_entropy loss: 0.023907706141471863, mixed_loss : 0.17428813874721527
Train Epoch: 1 [10880/34528 (32%)]	Loss: 0.022147, iou: 0.963801
Cross_entropy loss: 0.022146854549646378, mixed_loss : 0.12214995920658112
Train Epoch: 1 [11200/34528 (32%)]	Loss: 0.027045, iou: 0.956784
Cross_entropy loss: 0.02704535610973835, mixed_loss : 0.09451647102832794
Train Epoch: 1 [11520/34528 (33%)]	Loss: 0.021413, iou: 0.967407
Cross_entropy loss: 0.021413248032331467, mixed_loss : 0.06644659489393234
Train Epoch: 1 [11840/34528 (34%)]	Loss: 0.026146, iou: 0.957277
Cross_entropy loss: 0.02614646963775158, mixed_loss : 0.05790407210588455
Train Epoch: 1 [12160/34528 (35%)]	Loss: 0.027728, iou: 0.953210
Cross_entropy loss: 0.02772788517177105, mixed_loss : 0.05006648227572441
Train Epoch: 1 [12480/34528 (36%)]	Loss: 0.019851, iou: 0.968973
Cross_entropy loss: 0.019850503653287888, mixed_loss : 0.034727562218904495
Train Epoch: 1 [12800/34528 (37%)]	Loss: 0.019542, iou: 0.969873
Cross_entropy loss: 0.019542083144187927, mixed_loss : 0.029826708137989044
Train Epoch: 1 [13120/34528 (38%)]	Loss: 0.022766, iou: 0.964299
Cross_entropy loss: 0.022765960544347763, mixed_loss : 0.030089514330029488
Train Epoch: 1 [13440/34528 (39%)]	Loss: 0.025709, iou: 0.960532
Cross_entropy loss: 0.025709200650453568, mixed_loss : 0.03534413129091263
Train Epoch: 1 [13760/34528 (40%)]	Loss: 0.032831, iou: 0.944172
Cross_entropy loss: 0.03283113241195679, mixed_loss : 0.04031387344002724
Train Epoch: 1 [14080/34528 (41%)]	Loss: 0.020749, iou: 0.966407
Cross_entropy loss: 0.02074947953224182, mixed_loss : 0.028573673218488693
Train Epoch: 1 [14400/34528 (42%)]	Loss: 0.024208, iou: 0.958564
Cross_entropy loss: 0.02420767955482006, mixed_loss : 0.028373897075653076
Train Epoch: 1 [14720/34528 (43%)]	Loss: 0.024958, iou: 0.956118
Cross_entropy loss: 0.024958116933703423, mixed_loss : 0.027945442125201225
Train Epoch: 1 [15040/34528 (44%)]	Loss: 0.021495, iou: 0.964262
Cross_entropy loss: 0.021495120599865913, mixed_loss : 0.02475915290415287
Train Epoch: 1 [15360/34528 (44%)]	Loss: 0.025506, iou: 0.956744
Cross_entropy loss: 0.025506358593702316, mixed_loss : 0.0292980819940567
Train Epoch: 1 [15680/34528 (45%)]	Loss: 0.024290, iou: 0.960019
Cross_entropy loss: 0.02429010532796383, mixed_loss : 0.02877100184559822
Train Epoch: 1 [16000/34528 (46%)]	Loss: 0.023672, iou: 0.961507
Cross_entropy loss: 0.02367173135280609, mixed_loss : 0.02784787118434906
Train Epoch: 1 [16320/34528 (47%)]	Loss: 0.023049, iou: 0.960603
Cross_entropy loss: 0.02304886095225811, mixed_loss : 0.026194097474217415
Train Epoch: 1 [16640/34528 (48%)]	Loss: 0.022594, iou: 0.963728
Cross_entropy loss: 0.022593768313527107, mixed_loss : 0.025391288101673126
Train Epoch: 1 [16960/34528 (49%)]	Loss: 0.022674, iou: 0.964833
Cross_entropy loss: 0.022674061357975006, mixed_loss : 0.026013944298028946
Train Epoch: 1 [17280/34528 (50%)]	Loss: 0.026566, iou: 0.954597
Cross_entropy loss: 0.02656562253832817, mixed_loss : 0.0306183360517025
Train Epoch: 1 [17600/34528 (51%)]	Loss: 0.020198, iou: 0.969447
Cross_entropy loss: 0.020198043435811996, mixed_loss : 0.024295127019286156
Train Epoch: 1 [17920/34528 (52%)]	Loss: 0.032844, iou: 0.945244
Cross_entropy loss: 0.03284384310245514, mixed_loss : 0.036025844514369965
Train Epoch: 1 [18240/34528 (53%)]	Loss: 0.028198, iou: 0.951981
Cross_entropy loss: 0.028198476880788803, mixed_loss : 0.03280613198876381
Train Epoch: 1 [18560/34528 (54%)]	Loss: 0.024125, iou: 0.959048
Cross_entropy loss: 0.02412504330277443, mixed_loss : 0.02835462987422943
Train Epoch: 1 [18880/34528 (55%)]	Loss: 0.024152, iou: 0.958579
Cross_entropy loss: 0.02415221929550171, mixed_loss : 0.027500666677951813
Train Epoch: 1 [19200/34528 (56%)]	Loss: 0.026431, iou: 0.955498
Cross_entropy loss: 0.026431426405906677, mixed_loss : 0.03189365938305855
Train Epoch: 1 [19520/34528 (57%)]	Loss: 0.026311, iou: 0.956291
Cross_entropy loss: 0.026310861110687256, mixed_loss : 0.030989710241556168
Train Epoch: 1 [19840/34528 (57%)]	Loss: 0.022049, iou: 0.965549
Cross_entropy loss: 0.022048691287636757, mixed_loss : 0.025447508320212364
Train Epoch: 1 [20160/34528 (58%)]	Loss: 0.018746, iou: 0.971299
Cross_entropy loss: 0.018746431916952133, mixed_loss : 0.022856511175632477
Train Epoch: 1 [20480/34528 (59%)]	Loss: 0.030599, iou: 0.948807
Cross_entropy loss: 0.030599292367696762, mixed_loss : 0.03504599258303642
Train Epoch: 1 [20800/34528 (60%)]	Loss: 0.029116, iou: 0.951296
Cross_entropy loss: 0.029116041958332062, mixed_loss : 0.033291857689619064
Train Epoch: 1 [21120/34528 (61%)]	Loss: 0.022418, iou: 0.963960
Cross_entropy loss: 0.022418012842535973, mixed_loss : 0.026030736044049263
Train Epoch: 1 [21440/34528 (62%)]	Loss: 0.022258, iou: 0.963347
Cross_entropy loss: 0.02225756272673607, mixed_loss : 0.027697764337062836
Train Epoch: 1 [21760/34528 (63%)]	Loss: 0.019724, iou: 0.968735
Cross_entropy loss: 0.019724320620298386, mixed_loss : 0.023372821509838104
Train Epoch: 1 [22080/34528 (64%)]	Loss: 0.023609, iou: 0.961501
Cross_entropy loss: 0.023608511313796043, mixed_loss : 0.02739781141281128
Train Epoch: 1 [22400/34528 (65%)]	Loss: 0.024613, iou: 0.958805
Cross_entropy loss: 0.024613354355096817, mixed_loss : 0.02865547128021717
Train Epoch: 1 [22720/34528 (66%)]	Loss: 0.024512, iou: 0.959507
Cross_entropy loss: 0.02451181225478649, mixed_loss : 0.027714697644114494
Train Epoch: 1 [23040/34528 (67%)]	Loss: 0.030554, iou: 0.946440
Cross_entropy loss: 0.030554447323083878, mixed_loss : 0.03353134170174599
Train Epoch: 1 [23360/34528 (68%)]	Loss: 0.020826, iou: 0.967166
Cross_entropy loss: 0.020826056599617004, mixed_loss : 0.02432326413691044
Train Epoch: 1 [23680/34528 (69%)]	Loss: 0.024665, iou: 0.960881
Cross_entropy loss: 0.02466486021876335, mixed_loss : 0.028039859607815742
Train Epoch: 1 [24000/34528 (70%)]	Loss: 0.026157, iou: 0.956643
Cross_entropy loss: 0.026157252490520477, mixed_loss : 0.02917042374610901
Train Epoch: 1 [24320/34528 (70%)]	Loss: 0.034758, iou: 0.938041
Cross_entropy loss: 0.034758154302835464, mixed_loss : 0.0376022607088089
Train Epoch: 1 [24640/34528 (71%)]	Loss: 0.020127, iou: 0.967390
Cross_entropy loss: 0.020126884803175926, mixed_loss : 0.02289275825023651
Train Epoch: 1 [24960/34528 (72%)]	Loss: 0.023824, iou: 0.960411
Cross_entropy loss: 0.023824123665690422, mixed_loss : 0.027464203536510468
Train Epoch: 1 [25280/34528 (73%)]	Loss: 0.023397, iou: 0.962532
Cross_entropy loss: 0.023396747186779976, mixed_loss : 0.026532456278800964
Train Epoch: 1 [25600/34528 (74%)]	Loss: 0.020632, iou: 0.967705
Cross_entropy loss: 0.02063233032822609, mixed_loss : 0.023326372727751732
Train Epoch: 1 [25920/34528 (75%)]	Loss: 0.026665, iou: 0.954127
Cross_entropy loss: 0.026665356010198593, mixed_loss : 0.0314285010099411
Train Epoch: 1 [26240/34528 (76%)]	Loss: 0.023819, iou: 0.962052
Cross_entropy loss: 0.023819029331207275, mixed_loss : 0.0290180966258049
Train Epoch: 1 [26560/34528 (77%)]	Loss: 0.022242, iou: 0.963819
Cross_entropy loss: 0.022242335602641106, mixed_loss : 0.03176341578364372
Train Epoch: 1 [26880/34528 (78%)]	Loss: 0.024231, iou: 0.960236
Cross_entropy loss: 0.024230755865573883, mixed_loss : 0.031202193349599838
Train Epoch: 1 [27200/34528 (79%)]	Loss: 0.027083, iou: 0.955610
Cross_entropy loss: 0.0270830150693655, mixed_loss : 0.032136108726263046
Train Epoch: 1 [27520/34528 (80%)]	Loss: 0.026659, iou: 0.952841
Cross_entropy loss: 0.026658743619918823, mixed_loss : 0.0315341018140316
Train Epoch: 1 [27840/34528 (81%)]	Loss: 0.027539, iou: 0.954694
Cross_entropy loss: 0.02753930725157261, mixed_loss : 0.033738475292921066
Train Epoch: 1 [28160/34528 (82%)]	Loss: 0.027779, iou: 0.953972
Cross_entropy loss: 0.027779392898082733, mixed_loss : 0.032104432582855225
Train Epoch: 1 [28480/34528 (82%)]	Loss: 0.032335, iou: 0.945331
Cross_entropy loss: 0.03233497217297554, mixed_loss : 0.03946853429079056
Train Epoch: 1 [28800/34528 (83%)]	Loss: 0.021466, iou: 0.965771
Cross_entropy loss: 0.021465737372636795, mixed_loss : 0.027574462816119194
Train Epoch: 1 [29120/34528 (84%)]	Loss: 0.029014, iou: 0.949423
Cross_entropy loss: 0.029014160856604576, mixed_loss : 0.03428865969181061
Train Epoch: 1 [29440/34528 (85%)]	Loss: 0.033276, iou: 0.942680
Cross_entropy loss: 0.03327568247914314, mixed_loss : 0.038622014224529266
Train Epoch: 1 [29760/34528 (86%)]	Loss: 0.026212, iou: 0.955936
Cross_entropy loss: 0.026211541146039963, mixed_loss : 0.03030339442193508
Train Epoch: 1 [30080/34528 (87%)]	Loss: 0.021586, iou: 0.964084
Cross_entropy loss: 0.021586408838629723, mixed_loss : 0.024841515347361565
Train Epoch: 1 [30400/34528 (88%)]	Loss: 0.025524, iou: 0.957522
Cross_entropy loss: 0.0255243219435215, mixed_loss : 0.03141903504729271
Train Epoch: 1 [30720/34528 (89%)]	Loss: 0.027882, iou: 0.952660
Cross_entropy loss: 0.027881547808647156, mixed_loss : 0.03435257822275162
Train Epoch: 1 [31040/34528 (90%)]	Loss: 0.018794, iou: 0.973464
Cross_entropy loss: 0.01879425160586834, mixed_loss : 0.025315897539258003
Train Epoch: 1 [31360/34528 (91%)]	Loss: 0.022425, iou: 0.963867
Cross_entropy loss: 0.022424815222620964, mixed_loss : 0.026660772040486336
Train Epoch: 1 [31680/34528 (92%)]	Loss: 0.022869, iou: 0.961275
Cross_entropy loss: 0.022869015112519264, mixed_loss : 0.02674616500735283
Train Epoch: 1 [32000/34528 (93%)]	Loss: 0.026181, iou: 0.955591
Cross_entropy loss: 0.02618149109184742, mixed_loss : 0.030289996415376663
Train Epoch: 1 [32320/34528 (94%)]	Loss: 0.028618, iou: 0.953789
Cross_entropy loss: 0.02861831523478031, mixed_loss : 0.03246290609240532
Train Epoch: 1 [32640/34528 (95%)]	Loss: 0.023953, iou: 0.960445
Cross_entropy loss: 0.023953355848789215, mixed_loss : 0.027822112664580345
Train Epoch: 1 [32960/34528 (95%)]	Loss: 0.021553, iou: 0.964346
Cross_entropy loss: 0.021552707999944687, mixed_loss : 0.025710780173540115
Train Epoch: 1 [33280/34528 (96%)]	Loss: 0.026125, iou: 0.957537
Cross_entropy loss: 0.026125051081180573, mixed_loss : 0.0318889245390892
Train Epoch: 1 [33600/34528 (97%)]	Loss: 0.028698, iou: 0.949048
Cross_entropy loss: 0.028697621077299118, mixed_loss : 0.032866865396499634
Train Epoch: 1 [33920/34528 (98%)]	Loss: 0.027079, iou: 0.953969
Cross_entropy loss: 0.027079306542873383, mixed_loss : 0.0306511539965868
Train Epoch: 1 [34240/34528 (99%)]	Loss: 0.022515, iou: 0.963475
Cross_entropy loss: 0.022514989599585533, mixed_loss : 0.026331108063459396
train: iou: 0.957804, bce: 0.008626, dice: 0.042196, loss: 0.025411
Validation: [0/3836 (0%)]	Loss: 0.024972, iou: 0.958559
Validation: [640/3836 (17%)]	Loss: 0.026302, iou: 0.954804
Validation: [1280/3836 (33%)]	Loss: 0.024787, iou: 0.958229
Validation: [1920/3836 (50%)]	Loss: 0.023912, iou: 0.959433
Validation: [2560/3836 (67%)]	Loss: 0.023037, iou: 0.963359
Validation: [3200/3836 (83%)]	Loss: 0.021866, iou: 0.965216
val: iou: 0.959296, bce: 0.008283, dice: 0.040704, loss: 0.024494
Condition 1
[]
Condition 2
[]

epoch:  2
k = 1
condition not satisfied
condition satisfied
k = 2
savlr s:
4.746495136418029e-05
Train Epoch: 2 [0/34528 (0%)]	Loss: 0.027236, iou: 0.953525
Cross_entropy loss: 0.027236297726631165, mixed_loss : 0.02929445169866085
Train Epoch: 2 [320/34528 (1%)]	Loss: 0.024535, iou: 0.959134
Cross_entropy loss: 0.02453494444489479, mixed_loss : 0.08741666376590729
Train Epoch: 2 [640/34528 (2%)]	Loss: 0.024158, iou: 0.959058
Cross_entropy loss: 0.024158332496881485, mixed_loss : 0.03979504480957985
Train Epoch: 2 [960/34528 (3%)]	Loss: 0.020181, iou: 0.967425
Cross_entropy loss: 0.020180944353342056, mixed_loss : 0.03593309223651886
Train Epoch: 2 [1280/34528 (4%)]	Loss: 0.020323, iou: 0.967404
Cross_entropy loss: 0.020322756841778755, mixed_loss : 0.026776358485221863
Train Epoch: 2 [1600/34528 (5%)]	Loss: 0.020305, iou: 0.967672
Cross_entropy loss: 0.020304810255765915, mixed_loss : 0.024417154490947723
Train Epoch: 2 [1920/34528 (6%)]	Loss: 0.020641, iou: 0.966770
Cross_entropy loss: 0.020641382783651352, mixed_loss : 0.02378411404788494
Train Epoch: 2 [2240/34528 (6%)]	Loss: 0.022497, iou: 0.961710
Cross_entropy loss: 0.022496681660413742, mixed_loss : 0.025082053616642952
Train Epoch: 2 [2560/34528 (7%)]	Loss: 0.021741, iou: 0.965471
Cross_entropy loss: 0.02174082025885582, mixed_loss : 0.024198360741138458
Train Epoch: 2 [2880/34528 (8%)]	Loss: 0.028630, iou: 0.949344
Cross_entropy loss: 0.028630467131733894, mixed_loss : 0.03129472956061363
Train Epoch: 2 [3200/34528 (9%)]	Loss: 0.026140, iou: 0.956162
Cross_entropy loss: 0.026140229776501656, mixed_loss : 0.02915436401963234
Train Epoch: 2 [3520/34528 (10%)]	Loss: 0.019570, iou: 0.969113
Cross_entropy loss: 0.019570063799619675, mixed_loss : 0.022299375385046005
Train Epoch: 2 [3840/34528 (11%)]	Loss: 0.024476, iou: 0.960554
Cross_entropy loss: 0.024476466700434685, mixed_loss : 0.03134150058031082
Train Epoch: 2 [4160/34528 (12%)]	Loss: 0.022609, iou: 0.963133
Cross_entropy loss: 0.022608548402786255, mixed_loss : 0.027312276884913445
Train Epoch: 2 [4480/34528 (13%)]	Loss: 0.022712, iou: 0.961844
Cross_entropy loss: 0.022712303325533867, mixed_loss : 0.026828547939658165
Train Epoch: 2 [4800/34528 (14%)]	Loss: 0.020201, iou: 0.968282
Cross_entropy loss: 0.020200591534376144, mixed_loss : 0.024256445467472076
Train Epoch: 2 [5120/34528 (15%)]	Loss: 0.025591, iou: 0.958415
Cross_entropy loss: 0.02559148147702217, mixed_loss : 0.028468778356909752
Train Epoch: 2 [5440/34528 (16%)]	Loss: 0.020715, iou: 0.966992
Cross_entropy loss: 0.02071523666381836, mixed_loss : 0.024855323135852814
Train Epoch: 2 [5760/34528 (17%)]	Loss: 0.025090, iou: 0.957132
Cross_entropy loss: 0.025089651346206665, mixed_loss : 0.029938217252492905
Train Epoch: 2 [6080/34528 (18%)]	Loss: 0.019999, iou: 0.967869
Cross_entropy loss: 0.019998863339424133, mixed_loss : 0.025164028629660606
Train Epoch: 2 [6400/34528 (19%)]	Loss: 0.021125, iou: 0.965538
Cross_entropy loss: 0.02112513780593872, mixed_loss : 0.025148289278149605
Train Epoch: 2 [6720/34528 (19%)]	Loss: 0.020835, iou: 0.966977
Cross_entropy loss: 0.020834743976593018, mixed_loss : 0.024230949580669403
Train Epoch: 2 [7040/34528 (20%)]	Loss: 0.027458, iou: 0.953430
Cross_entropy loss: 0.027458131313323975, mixed_loss : 0.0339614599943161
Train Epoch: 2 [7360/34528 (21%)]	Loss: 0.022098, iou: 0.963032
Cross_entropy loss: 0.02209780178964138, mixed_loss : 0.03500489890575409
Train Epoch: 2 [7680/34528 (22%)]	Loss: 0.019974, iou: 0.969253
Cross_entropy loss: 0.019974080845713615, mixed_loss : 0.02603224106132984
Train Epoch: 2 [8000/34528 (23%)]	Loss: 0.021474, iou: 0.965193
Cross_entropy loss: 0.0214738380163908, mixed_loss : 0.02488337829709053
Train Epoch: 2 [8320/34528 (24%)]	Loss: 0.023544, iou: 0.961017
Cross_entropy loss: 0.023544441908597946, mixed_loss : 0.02656662091612816
Train Epoch: 2 [8640/34528 (25%)]	Loss: 0.022045, iou: 0.963807
Cross_entropy loss: 0.022045467048883438, mixed_loss : 0.024825027212500572
Train Epoch: 2 [8960/34528 (26%)]	Loss: 0.030631, iou: 0.947568
Cross_entropy loss: 0.030631020665168762, mixed_loss : 0.035527803003787994
Train Epoch: 2 [9280/34528 (27%)]	Loss: 0.027983, iou: 0.952376
Cross_entropy loss: 0.02798345498740673, mixed_loss : 0.0318232960999012
Train Epoch: 2 [9600/34528 (28%)]	Loss: 0.025027, iou: 0.957403
Cross_entropy loss: 0.02502661757171154, mixed_loss : 0.029668742790818214
Train Epoch: 2 [9920/34528 (29%)]	Loss: 0.026634, iou: 0.955694
Cross_entropy loss: 0.026634449139237404, mixed_loss : 0.031517766416072845
Train Epoch: 2 [10240/34528 (30%)]	Loss: 0.026948, iou: 0.954743
Cross_entropy loss: 0.026948148384690285, mixed_loss : 0.030379435047507286
Train Epoch: 2 [10560/34528 (31%)]	Loss: 0.023532, iou: 0.960733
Cross_entropy loss: 0.02353201061487198, mixed_loss : 0.027683202177286148
Train Epoch: 2 [10880/34528 (32%)]	Loss: 0.020771, iou: 0.967451
Cross_entropy loss: 0.020770594477653503, mixed_loss : 0.026268791407346725
Train Epoch: 2 [11200/34528 (32%)]	Loss: 0.023060, iou: 0.963538
Cross_entropy loss: 0.023059874773025513, mixed_loss : 0.027214642614126205
Train Epoch: 2 [11520/34528 (33%)]	Loss: 0.024194, iou: 0.960276
Cross_entropy loss: 0.024193763732910156, mixed_loss : 0.02775317244231701
Train Epoch: 2 [11840/34528 (34%)]	Loss: 0.025252, iou: 0.957901
Cross_entropy loss: 0.025252340361475945, mixed_loss : 0.0368431955575943
Train Epoch: 2 [12160/34528 (35%)]	Loss: 0.024409, iou: 0.958463
Cross_entropy loss: 0.024408910423517227, mixed_loss : 0.030345221981406212
Train Epoch: 2 [12480/34528 (36%)]	Loss: 0.020607, iou: 0.967514
Cross_entropy loss: 0.02060655876994133, mixed_loss : 0.02629987895488739
Train Epoch: 2 [12800/34528 (37%)]	Loss: 0.024777, iou: 0.958785
Cross_entropy loss: 0.024777047336101532, mixed_loss : 0.02834324724972248
Train Epoch: 2 [13120/34528 (38%)]	Loss: 0.020006, iou: 0.968011
Cross_entropy loss: 0.02000587433576584, mixed_loss : 0.02291465923190117
Train Epoch: 2 [13440/34528 (39%)]	Loss: 0.022646, iou: 0.962008
Cross_entropy loss: 0.02264631725847721, mixed_loss : 0.02524232491850853
Train Epoch: 2 [13760/34528 (40%)]	Loss: 0.021357, iou: 0.963693
Cross_entropy loss: 0.021356912329792976, mixed_loss : 0.024068810045719147
Train Epoch: 2 [14080/34528 (41%)]	Loss: 0.019212, iou: 0.970505
Cross_entropy loss: 0.01921156421303749, mixed_loss : 0.02213343419134617
Train Epoch: 2 [14400/34528 (42%)]	Loss: 0.025068, iou: 0.959119
Cross_entropy loss: 0.025068242102861404, mixed_loss : 0.028720278292894363
Train Epoch: 2 [14720/34528 (43%)]	Loss: 0.036586, iou: 0.935241
Cross_entropy loss: 0.0365859754383564, mixed_loss : 0.03961802273988724
Train Epoch: 2 [15040/34528 (44%)]	Loss: 0.025446, iou: 0.958187
Cross_entropy loss: 0.02544621378183365, mixed_loss : 0.02863193489611149
Train Epoch: 2 [15360/34528 (44%)]	Loss: 0.023131, iou: 0.961842
Cross_entropy loss: 0.023130714893341064, mixed_loss : 0.026421746239066124
Train Epoch: 2 [15680/34528 (45%)]	Loss: 0.022033, iou: 0.963365
Cross_entropy loss: 0.02203327603638172, mixed_loss : 0.025379613041877747
Train Epoch: 2 [16000/34528 (46%)]	Loss: 0.025015, iou: 0.962282
Cross_entropy loss: 0.02501538395881653, mixed_loss : 0.027739278972148895
Train Epoch: 2 [16320/34528 (47%)]	Loss: 0.026277, iou: 0.954888
Cross_entropy loss: 0.02627689763903618, mixed_loss : 0.037451766431331635
Train Epoch: 2 [16640/34528 (48%)]	Loss: 0.026028, iou: 0.957232
